Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2
28,white,Ferris,9.959,,2017-09-06,2017-08-27,4,Apple,7000,9:50:29,0.1373951,9.25,,13:56:17,0.2236417,,notes say to skip marker 28;  problems with injection,4w28,,,,,,,,,
29,white,Grant,5.158,,2017-09-06,2017-08-27,4,Apple,7000,9:51:51,0.7161234,1.948,,13:57:27,0.0669229,,looks unhealthy,4w29,,,,,,,,,
30,white,Grant,6.602,,2017-09-06,2017-08-27,4,Apple,7000,9:53:18,7.32E-02,6.065,,13:58:38,9.53E-02,,,4w30,,,,,,,,,
31,white,Grant,5.513,,2017-09-06,2017-08-27,4,Apple,7000,9:54:49,6.07E-02,5.087,,13:59:43,8.88E-02,,,4w31,,,,,,,,,
32,white,Ferris,9.485,,2017-09-06,2017-08-27,4,Apple,7000,9:55:55,0.1341878,8.806,,14:01:01,0.1878995,,,4w32,,,,,,,,,
33,white,Grant,4.881,,2017-09-06,2017-08-27,4,Apple,7000,9:57:21,0.7558503,3.633,,14:02:24,1.234512,,,4w33,,,,,,,,,
34,white,Grant,5.494,,2017-09-06,2017-08-27,4,Apple,7000,9:58:45,0.6048005,,,,,,smashed; removed,4w34,,,,,,,,,
35,white,Ferris,11.969,,2017-09-06,2017-08-27,4,Apple,7000,10:00:02,0.5275802,,,,,,smashed; removed,4w35,,,,,,,,,
36,white,Grant,7.553,,2017-09-06,2017-08-27,4,Apple,7000,10:01:15,6.49E-02,6.901,,14:03:38,0.1029449,,,4w36,,,,,,,,,
37,white,Grant,6.565,,2017-09-06,2017-08-27,4,Apple,7000,10:02:30,9.70E-02,5.95,,14:04:46,0.1583562,,,4w37,,,,,,,,,
38,white,Milford,11.624,,2017-09-06,2017-08-27,4,Haw,7000,10:03:38,0.2791506,10.782,,14:05:54,0.2478231,,,4w38,,,,,,,,,
39,white,Grant,8.246,,2017-09-06,2017-08-27,4,Apple,7000,10:04:53,9.90E-02,7.498,,14:06:57,0.2310615,,,4w39,,,,,,,,,
40,white,Ferris,9.771,,2017-09-06,2017-08-27,4,Apple,7000,10:06:04,0.1024346,9.082,,14:08:11,0.1649091,,,4w40,,,,,,,,,
41,white,Ferris,9.137,,2017-09-06,2017-08-27,4,Apple,7000,10:07:33,0.1115131,8.39,,14:09:19,0.2023596,,,4w41,,,,,,,,,
42,white,Grant,3.612,,2017-09-06,2017-08-27,4,Apple,7000,10:08:42,0.2423861,2.89,,14:10:23,0.1611952,,,4w42,,,,,,,,,
43,white,Ferris,6.876,,2017-09-06,2017-08-27,4,Apple,7000,10:09:55,0.7022233,6.404,,14:11:27,1.269099,,,4w43,,,,,,,,,
44,white,Grant,8.837,,2017-09-06,2017-08-27,4,Apple,7000,10:11:11,0.1132721,8.141,,14:12:39,0.2719187,,,4w44,,,,,,,,,
45,white,Grant,9.453,,2017-09-06,2017-08-27,4,Apple,7000,10:12:25,0.1117972,8.799,,14:13:40,0.1555932,,,4w45,,,,,,,,,
46,white,Grant,6.458,,2017-09-06,2017-08-27,4,Apple,7000,10:13:32,9.16E-02,5.982,,14:14:36,0.2642829,,,4w46,,,,,,,,,
47,white,Ferris,8.931,,2017-09-06,2017-08-27,4,Apple,7000,10:14:36,7.75E-02,8.274,,14:15:40,0.1415041,,,4w47,,,,,,,,,
48,white,Grant,8.267,,2017-09-06,2017-08-27,4,Apple,7000,10:15:36,0.612756,7.686,,14:16:44,1.154972,,,4w48,,,,,,,,,
49,white,Grant,7.886,,2017-09-06,2017-08-27,4,Apple,7000,10:16:49,0.6955668,7.083,,14:17:57,1.225845,,,4w49,,,,,,,,,
50,white,Milford,11.759,,2017-09-06,2017-08-27,4,Haw,7000,10:18:00,0.1052543,10.857,,14:19:10,0.2032043,,,4w50,,,,,,,,,
51,white,Grant,11.131,,2017-09-06,2017-08-27,4,Apple,6262,10:19:12,0.4543417,9.812,,14:20:30,1.570572,,,4w51,,,,,,,,,
52,white,Ferris,6.326,,2017-09-06,2017-08-27,4,Apple,6262,10:20:42,0.1396885,5.875,,14:21:47,1.319308,,,4w52,,,,,,,,,
53,white,Grant,4.484,,2017-09-06,2017-08-27,4,Apple,6262,10:22:05,0.6907977,4.129,,14:23:02,9.05E-02,,,4w53,,,,,,,,,
54,white,Ferris,5.327,,2017-09-06,2017-08-27,4,Apple,6262,10:23:28,0.208345,4.938,,14:24:10,1.158518,,,4w54,,,,,,,,,
55,white,Grant,10.858,,2017-09-06,2017-08-27,4,Apple,6262,10:24:57,7.16E-02,9.886,,14:25:20,0.2481839,,,4w55,,,,,,,,,
56,white,Ferris,7.307,,2017-09-06,2017-08-27,4,Apple,6262,10:26:15,0.0622309,6.844,,14:26:33,0.219445,,,4w56,,,,,,,,,
57,white,Grant,6.917,,2017-09-06,2017-08-27,4,Apple,6262,10:27:37,0.1043199,6.721,,14:27:35,0.1824077,,,4w57,,,,,,,,,
58,white,Grant,4.992,,2017-09-06,2017-08-27,4,Apple,6262,10:28:48,0.8371406,3.636,,14:28:39,0.8387026,,,4w58,,,,,,,,,
59,white,Grant,4.727,,2017-09-06,2017-08-27,4,Apple,6262,10:30:12,7.05E-02,4.296,,14:29:54,0.9499008,,,4w59,,,,,,,,,
60,white,Ferris,7.82,,2017-09-06,2017-08-27,4,Apple,6262,10:31:33,0.980693,7.299,,14:31:12,0.1221699,,,4w60,,,,,,,,,
61,white,Grant,6.867,,2017-09-06,2017-08-27,4,Apple,6262,10:32:40,5.81E-02,6.243,,14:32:22,1.440635,,,4w61,,,,,,,,,
62,white,Ferris,8.896,,2017-09-06,2017-08-27,4,Apple,6262,10:34:06,0.3026866,,,,,,missing pupae,4w62,,,,,,,,,
63,white,Grant,5.974,,2017-09-06,2017-08-27,4,Apple,6262,10:37:16,0.5114057,5.467,,14:33:36,0.1123689,,,4w63,,,,,,,,,
64,white,Grant,6.55,,2017-09-06,2017-08-27,4,Apple,6262,10:41:44,0.121769,5.944,,14:34:42,8.92E-02,,,4w64,,,,,,,,,
65,white,Grant,10.582,,2017-09-06,2017-08-27,4,Apple,6262,10:42:55,2.568664,,,,,,smashed; removed,4w65,,,,,,,,,
66,white,Ferris,7.29,,2017-09-06,2017-08-27,4,Apple,6262,10:44:29,1.202627,6.687,,14:35:42,1.308663,,,4w66,2017-09-27,31,D11,fly,23,16:54,,,
67,white,Grant,6.035,,2017-09-06,2017-08-27,4,Apple,6262,10:45:55,0.1341395,5.274,,14:36:59,0.1607953,,,4w67,,,,,,,,,
68,white,Ferris,6.56,,2017-09-06,2017-08-27,4,Apple,6262,10:47:13,0.1075178,6.175,,14:38:13,0.1816118,,,4w68,,,,,,,,,
69,white,Ferris,8.47,,2017-09-06,2017-08-27,4,Apple,6262,10:48:19,0.1195403,7.799,,14:39:11,0.1793586,,,4w69,,,,,,,,,
70,white,Ferris,10.624,,2017-09-06,2017-08-27,4,Apple,6262,10:49:30,0.1773003,10.019,,14:40:15,9.18E-02,,,4w70,,,,,,,,,
71,white,Ferris,8.171,,2017-09-06,2017-08-27,4,Apple,6262,10:50:42,0.201703,7.594,,14:41:13,0.1595813,,,4w71,,,,,,,,,
72,white,Grant,6.366,,2017-09-06,2017-08-27,4,Apple,6262,10:52:05,0.152016,5.765,,14:42:21,0.1860625,,,4w72,,,,,,,,,
73,white,Ferris,11.6,,2017-09-06,2017-08-27,4,Apple,6262,10:53:26,0.1576007,10.738,,14:43:25,0.1393056,,,4w73,,,,,,,,,
74,white,Ferris,7.682,,2017-09-06,2017-08-27,4,Apple,6262,10:54:41,0.1118606,7.127,,14:44:23,0.1298089,,,4w74,,,,,,,,,
75,white,Ferris,6.971,,2017-09-06,2017-08-27,4,Apple,6262,10:55:47,0.1681222,6.559,,14:45:21,0.1194427,,,4w75,,,,,,,,,
76,white,Grant,6.545,,2017-09-06,2017-08-27,4,Apple,6262,10:56:51,0.1179017,6.035,,14:46:48,9.98E-02,,,4w76,,,,,,,,,
77,white,blank,,,2017-09-06,2017-08-27,4,Apple,6262,10:58:11,1.54E-02,,,14:47:51,1.14E-02,,,4w77,,,,,,,,,
78,white,blank,,16:12,2017-09-06,2017-08-27,4,Apple,6262,10:59:16,0.0147821,,10:09,14:48:45,1.18E-02,,,4w78,,,,,,,,,
1,white,Ferris,6.864,16:38,2017-09-07,2017-08-28,5,Apple,,,,6.356,17:14,,,,,5w1,,,,,,,,,
2,white,Grant,9.118,,2017-09-07,2017-08-28,5,Apple,,,,8.17,,,,,,5w2,,,,,,,,,
3,white,Grant,6.251,,2017-09-07,2017-08-28,5,Apple,,,,5.271,,,,,,5w3,,,,,,,,,
4,white,Grant,10.782,,2017-09-07,2017-08-28,5,Apple,,,,10.02,,,,,,5w4,2017-09-29,32,A3,lfy,24,12:20,,,
5,white,Ferris,7.905,,2017-09-07,2017-08-28,5,Apple,,,,7.014,,,,,,5w5,,,,,,,,,
6,white,Grant,8.712,,2017-09-07,2017-08-28,5,Apple,,,,8.454,,,,,,5w6,,,,,,,,,
7,white,Grant,6.317,,2017-09-07,2017-08-28,5,Apple,,,,5.959,,,,,,5w7,,,,,,,,,
8,white,Ferris,10.755,,2017-09-07,2017-08-28,5,Apple,,,,9.814,,,,,,5w8,,,,,,,,,
9,white,Grant,6.597,,2017-09-07,2017-08-28,5,Apple,,,,6.203,,,,,,5w9,,,,,,,,,
10,white,Grant,8.285,,2017-09-07,2017-08-28,5,Apple,,,,7.489,,,,,,5w10,,,,,,,,,
11,white,Ferris,10.045,,2017-09-07,2017-08-28,5,Apple,,,,9.344,,,,,,5w11,,,,,,,,,
12,white,Ferris,6.878,,2017-09-07,2017-08-28,5,Apple,,,,6.413,,,,,,5w12,,,,,,,,,
13,white,Grant,6.075,,2017-09-07,2017-08-28,5,Apple,,,,5.625,,,,,,5w13,,,,,,,,,
14,white,Ferris,6.323,,2017-09-07,2017-08-28,5,Apple,,,,5.805,,,,,,5w14,,,,,,,,,
15,white,Ferris,6.911,,2017-09-07,2017-08-28,5,Apple,,,,6.382,,,,,,5w15,,,,,,,,,
16,white,Grant,8.853,,2017-09-07,2017-08-28,5,Apple,,,,8.198,,,,,,5w16,,,,,,,,,
17,white,Ferris,10.01,,2017-09-07,2017-08-28,5,Apple,,,,9.219,,,,,,5w17,,,,,,,,,
18,white,Ferris,8.383,,2017-09-07,2017-08-28,5,Apple,,,,6.994,,,,,,5w18,,,,,,,,,
19,white,Grant,5.575,,2017-09-07,2017-08-28,5,Apple,,,,5.384,,,,,,5w19,,,,,,,,,
20,white,Ferris,6.588,,2017-09-07,2017-08-28,5,Apple,,,,6.098,,,,,,5w20,,,,,,,,,
21,white,Feris,7.049,,2017-09-07,2017-08-28,5,Apple,,,,6.379,,,,,,5w21,,,,,,,,,
22,white,Ferris,9.686,,2017-09-07,2017-08-28,5,Apple,,,,8.908,,,,,,5w22,2017-09-29,32,A9,fly,24,12:21,,,
23,white,Grant,8.641,,2017-09-07,2017-08-28,5,Apple,,,,8.084,,,,,,5w23,,,,,,,,,
24,white,Ferris,9.189,,2017-09-07,2017-08-28,5,Apple,,,,8.472,,,,,,5w24,,,,,,,,,
25,white,Grant,6.018,,2017-09-07,2017-08-28,5,Apple,,,,5.445,,,,,,5w25,,,,,,,,,
26,white,Ferris,7.881,,2017-09-07,2017-08-28,5,Apple,,,,7.203,,,,,,5w26,,,,,,,,,
27,white,Ferris,8.509,,2017-09-07,2017-08-28,5,Apple,,,,7.816,,,,,,5w27,,,,,,,,,
28,white,Ferris,6.663,,2017-09-07,2017-08-28,5,Apple,,,,5.306,,,,,,5w28,,,,,,,,,
29,white,Grant,5.962,,2017-09-07,2017-08-28,5,Apple,,,,5.578,,,,,,5w29,,,,,,,,,
30,white,Ferris,6.944,,2017-09-07,2017-08-28,5,Apple,,,,6.384,,,,,,5w30,,,,,,,,,
31,white,Ferris,8.831,,2017-09-07,2017-08-28,5,Apple,,,,8.191,,,,,,5w31,,,,,,,,,
32,white,Grant,5.971,,2017-09-07,2017-08-28,5,Apple,,,,5.482,,,,,,5w32,,,,,,,,,
33,white,Ferris,10.855,,2017-09-07,2017-08-28,5,Apple,,,,10.231,,,,,,5w33,,,,,,,,,
34,white,Grant,7.155,,2017-09-07,2017-08-28,5,Apple,,,,6.736,,,,,,5w34,,,,,,,,,
35,white,Ferris,6.583,,2017-09-07,2017-08-28,5,Apple,,,,6.112,,,,,,5w35,,,,,,,,,
36,white,Grant,7.602,,2017-09-07,2017-08-28,5,Apple,,,,7.176,,,,,,5w36,,,,,,,,,
37,white,Ferris,8.681,,2017-09-07,2017-08-28,5,Apple,,,,7.993,,,,,,5w37,,,,,,,,,
38,white,Grant,7.987,,2017-09-07,2017-08-28,5,Apple,,,,7.435,,,,,,5w38,,,,,,,,,
39,white,Grant,8.398,,2017-09-07,2017-08-28,5,Apple,,,,7.884,,,,,,5w39,,,,,,,,,
40,white,Ferris,8.486,,2017-09-07,2017-08-28,5,Apple,,,,7.823,,,,,,5w40,,,,,,,,,
41,white,Grant,8.265,,2017-09-07,2017-08-28,5,Apple,,,,7.527,,,,,,5w41,,,,,,,,,
42,white,Ferris,6.755,,2017-09-07,2017-08-28,5,Apple,,,,6.114,,,,,,5w42,,,,,,,,,
43,white,Milford,8.566,,2017-09-07,2017-08-28,5,Haw,,,,8.333,,,,,,5w43,,,,,,,,,
44,white,Ferris,7.063,,2017-09-07,2017-08-28,5,Apple,,,,6.416,,,,,,5w44,,,,,,,,,
45,white,Milford,9.889,,2017-09-07,2017-08-28,5,Haw,,,,9.253,,,,,,5w45,,,,,,,,,
46,white,Milford,8.585,,2017-09-07,2017-08-28,5,Haw,,,,8.162,,,,,,5w46,,,,,,,,,
47,white,Ferris,11.093,,2017-09-07,2017-08-28,5,Apple,,,,10.336,,,,,,5w47,,,,,,,,,
48,white,Ferris,6.87,,2017-09-07,2017-08-28,5,Apple,,,,6.359,,,,,,5w48,,,,,,,,,
49,white,Ferris,8.353,,2017-09-07,2017-08-28,5,Apple,,,,7.754,,,,,,5w49,,,,,,,,,
50,white,Milford,11.507,,2017-09-07,2017-08-28,5,Haw,,,,10.776,,,,,,5w50,,,,,,,,,
51,white,Ferris,9.315,,2017-09-07,2017-08-28,5,Apple,,,,8.911,,,,,,5w51,,,,,,,,,
52,white,Grant,9.342,,2017-09-07,2017-08-28,5,Apple,,,,8.731,,,,,,5w52,,,,,,,,,
53,white,Ferris,7.848,,2017-09-07,2017-08-28,5,Apple,,,,7.376,,,,,,5w53,,,,,,,,,
54,white,Milford,12.83,,2017-09-07,2017-08-28,5,Haw,,,,12.034,,,,,,5w54,,,,,,,,,
55,white,Ferris,6.887,,2017-09-07,2017-08-28,5,Apple,,,,6.362,,,,,,5w55,,,,,,,,,
56,white,Grant,6.639,,2017-09-07,2017-08-28,5,Apple,,,,6.006,,,,,,5w56,,,,,,,,,
57,white,Ferris,10.11,,2017-09-07,2017-08-28,5,Apple,,,,9.527,,,,,,5w57,,,,,,,,,
58,white,Grant,5.725,,2017-09-07,2017-08-28,5,Apple,,,,5.341,,,,,,5w58,,,,,,,,,
59,white,Milford,7.837,,2017-09-07,2017-08-28,5,Haw,,,,7.337,,,,,,5w59,,,,,,,,,
60,white,Ferris,10.736,,2017-09-07,2017-08-28,5,Apple,,,,9.911,,,,,,5w60,,,,,,,,,
61,white,Grant,6.331,,2017-09-07,2017-08-28,5,Apple,,,,5.793,,,,,,5w61,,,,,,,,,
62,white,,,,2017-09-07,2017-08-28,5,Apple,,,,,,,,,,5w62,,,,,,,,,
63,white,Ferris,9.29,,2017-09-07,2017-08-28,5,Apple,,,,8.527,,,,,,5w63,,,,,,,,,
64,white,Ferris,6.727,,2017-09-07,2017-08-28,5,Apple,,,,5.236,,,,,,5w64,,,,,,,,,
65,white,Grant,9.526,,2017-09-07,2017-08-28,5,Apple,,,,8.968,,,,,,5w65,,,,,,,,,
66,white,Ferris,10.449,,2017-09-07,2017-08-28,5,Apple,,,,9.787,,,,,,5w66,,,,,,,,,
67,white,Ferris,9.405,,2017-09-07,2017-08-28,5,Apple,,,,8.674,,,,,,5w67,,,,,,,,,
68,white,Grant,7.468,,2017-09-07,2017-08-28,5,Apple,,,,4.45,,,,,,5w68,,,,,,,,,
69,white,Ferris,7.486,,2017-09-07,2017-08-28,5,Apple,,,,6.926,,,,,,5w69,2017-09-29,32,C2,fly,5,12:22,,,
70,white,,,,2017-09-07,2017-08-28,5,Apple,,,,,,,,,,5w70,,,,,,,,,
71,white,Ferris,8.518,,2017-09-07,2017-08-28,5,Apple,,,,7.769,,,,,,5w71,,,,,,,,,
72,white,Grant,7.257,,2017-09-07,2017-08-28,5,Apple,,,,6.866,,,,,,5w72,,,,,,,,,
73,white,Ferris,9.786,,2017-09-07,2017-08-28,5,Apple,,,,9.081,,,,,,5w73,,,,,,,,,
74,white,Ferris,6.441,,2017-09-07,2017-08-28,5,Apple,,,,5.937,,,,,,5w74,,,,,,,,,
75,white,Grant,10.202,17:25,2017-09-07,2017-08-28,5,Apple,,,,9.59,17:36,,,,,5w75,,,,,,,,,
1,blue,Ferris,8.15,17:26,2017-09-07,2017-08-28,5,Apple,,,,7.517,16:49,,,,,5b1,,,,,,,,,
2,blue,Grant,5.977,,2017-09-07,2017-08-28,5,Apple,,,,5.711,,,,,,5b2,,,,,,,,,
3,blue,Ferris,8.514,,2017-09-07,2017-08-28,5,Apple,,,,8.033,,,,,,5b3,,,,,,,,,
4,blue,Grant,8.014,,2017-09-07,2017-08-28,5,Apple,,,,3.324,,,,,,5b4,,,,,,,,,
5,blue,Ferris,8.886,,2017-09-07,2017-08-28,5,Apple,,,,7.66,,,,,,5b5,,,,,,,,,
6,blue,Grant,5.692,,2017-09-07,2017-08-28,5,Apple,,,,5.505,,,,,,5b6,,,,,,,,,
7,blue,Ferris,10.886,,2017-09-07,2017-08-28,5,Apple,,,,8.314,,,,,,5b7,,,,,,,,,
8,blue,Grant,6.827,,2017-09-07,2017-08-28,5,Apple,,,,6.554,,,,,,5b8,,,,,,,,,
9,blue,Ferris,9.582,,2017-09-07,2017-08-28,5,Apple,,,,8.764,,,,,,5b9,,,,,,,,,
10,blue,Ferris,7.712,,2017-09-07,2017-08-28,5,Apple,,,,7.227,,,,,,5b10,,,,,,,,,
11,blue,Grant,6.028,,2017-09-07,2017-08-28,5,Apple,,,,5.587,,,,,,5b11,2017-09-29,32,C11,fly,7,12:23,,,
12,blue,Ferris,6.91,,2017-09-07,2017-08-28,5,Apple,,,,6.435,,,,,,5b12,,,,,,,,,
13,blue,Grant,6.713,,2017-09-07,2017-08-28,5,Apple,,,,6.475,,,,,,5b13,,,,,,,,,
14,blue,Ferris,6.883,,2017-09-07,2017-08-28,5,Apple,,,,6.454,,,,,,5b14,,,,,,,,,
15,blue,Grant,7.791,,2017-09-07,2017-08-28,5,Apple,,,,7.716,,,,,,5b15,,,,,,,,,
16,blue,Ferris,9.272,,2017-09-07,2017-08-28,5,Apple,,,,8.389,,,,,,5b16,,,,,,,,,
17,blue,Grant,6.319,,2017-09-07,2017-08-28,5,Apple,,,,2.378,,,,,looks unhealthy,5b17,,,,,,,,,
18,blue,Ferris,4.443,,2017-09-07,2017-08-28,5,Apple,,,,4.214,,,,,,5b18,,,,,,,,,
19,blue,Grant,7.822,,2017-09-07,2017-08-28,5,Apple,,,,7.258,,,,,,5b19,,,,,,,,,
20,blue,Ferris,8.525,,2017-09-07,2017-08-28,5,Apple,,,,7.801,,,,,,5b20,,,,,,,,,
21,blue,Grant,8.795,,2017-09-07,2017-08-28,5,Apple,,,,8.316,,,,,,5b21,,,,,,,,,
22,blue,Ferris,13.176,,2017-09-07,2017-08-28,5,Apple,,,,9.892,,,,,,5b22,,,,,,,,,
23,blue,Grant,7.643,,2017-09-07,2017-08-28,5,Apple,,,,7.243,,,,,,5b23,,,,,,,,,
24,blue,Ferris,9.489,,2017-09-07,2017-08-28,5,Apple,,,,8.709,,,,,,5b24,2017-09-29,32,D3,fly,20,12:24,,,
25,blue,Ferris,6.847,,2017-09-07,2017-08-28,5,Apple,,,,6.285,,,,,,5b25,,,,,,,,,
26,blue,Grant,9.98,,2017-09-07,2017-08-28,5,Apple,,,,9.244,,,,,,5b26,2017-09-29,32,D5,fly,,,,,
27,blue,Ferris,8.612,,2017-09-07,2017-08-28,5,Apple,,,,7.724,,,,,,5b27,,,,,,,,,
28,blue,Ferris,9.104,,2017-09-07,2017-08-28,5,Apple,,,,8.183,,,,,,5b28,,,,,,,,,
29,blue,Grant,6.96,,2017-09-07,2017-08-28,5,Apple,,,,6.69,,,,,,5b29,,,,,,,,,
30,blue,Ferris,9.863,,2017-09-07,2017-08-28,5,Apple,,,,7.569,,,,,,5b30,,,,,,,,,
31,blue,Ferris,6.26,,2017-09-07,2017-08-28,5,Apple,,,,5.759,,,,,,5b31,,,,,,,,,
32,blue,Grant,5.889,,2017-09-07,2017-08-28,5,Apple,,,,5.369,,,,,,5b32,,,,,,,,,
33,blue,Ferris,9.825,,2017-09-07,2017-08-28,5,Apple,,,,9.147,,,,,,5b33,,,,,,,,,
34,blue,Grant,6.398,,2017-09-07,2017-08-28,5,Apple,,,,5.956,,,,,,5b34,2017-09-29,32,D9,fly,26,12:25,,,
35,blue,Ferris,9.712,,2017-09-07,2017-08-28,5,Apple,,,,8.949,,,,,,5b35,,,,,,,,,
36,blue,Grant,6.839,,2017-09-07,2017-08-28,5,Apple,,,,6.476,,,,,,5b36,,,,,,,,,
37,blue,Ferris,7.819,,2017-09-07,2017-08-28,5,Apple,,,,7.373,,,,,,5b37,,,,,,,,,
38,blue,Ferris,10.496,,2017-09-07,2017-08-28,5,Apple,,,,9.677,,,,,,5b38,,,,,,,,,
39,blue,Grant,8.701,,2017-09-07,2017-08-28,5,Apple,,,,8.151,,,,,,5b39,,,,,,,,,
40,blue,Ferris,9.094,,2017-09-07,2017-08-28,5,Apple,,,,8.461,,,,,,5b40,,,,,,,,,
41,blue,Grant,8.921,,2017-09-07,2017-08-28,5,Apple,,,,8.336,,,,,,5b41,,,,,,,,,
42,blue,Ferris,9.931,,2017-09-07,2017-08-28,5,Apple,,,,9.029,,,,,,5b42,,,,,,,,,
43,blue,Ferris,8.648,,2017-09-07,2017-08-28,5,Apple,,,,7.859,,,,,,5b43,,,,,,,,,
44,blue,Grant,5.831,,2017-09-07,2017-08-28,5,Apple,,,,5.474,,,,,,5b44,,,,,,,,,
45,blue,Ferris,10.669,,2017-09-07,2017-08-28,5,Apple,,,,9.928,,,,,,5b45,,,,,,,,,
46,blue,Grant,6.037,,2017-09-07,2017-08-28,5,Apple,,,,5.541,,,,,,5b46,,,,,,,,,
47,blue,Ferris,10.565,,2017-09-07,2017-08-28,5,Apple,,,,6.583,,,,,,5b47,,,,,,,,,
48,blue,Ferris,5.843,,2017-09-07,2017-08-28,5,Apple,,,,5.485,,,,,,5b48,,,,,,,,,
49,blue,Grant,8.346,,2017-09-07,2017-08-28,5,Apple,,,,7.789,,,,,,5b49,,,,,,,,,
50,blue,Ferris,13.039,,2017-09-07,2017-08-28,5,Apple,,,,9.891,,,,,,5b50,,,,,,,,,
51,blue,Ferris,7.154,,2017-09-07,2017-08-28,5,Apple,,,,6.771,,,,,,5b51,,,,,,,,,
52,blue,Grant,9.974,,2017-09-07,2017-08-28,5,Apple,,,,9.23,,,,,,5b52,,,,,,,,,
53,blue,Milford,7.891,,2017-09-07,2017-08-28,5,Haw,,,,7.345,,,,,,5b53,,,,,,,,,
54,blue,Ferris,10.037,,2017-09-07,2017-08-28,5,Apple,,,,9.492,,,,,,5b54,,,,,,,,,
55,blue,Milford,10.513,,2017-09-07,2017-08-28,5,Haw,,,,9.842,,,,,,5b55,,,,,,,,,
56,blue,Ferris,4.566,,2017-09-07,2017-08-28,5,Apple,,,,4.233,,,,,,5b56,,,,,,,,,
57,blue,Grant,6.305,,2017-09-07,2017-08-28,5,Apple,,,,5.998,,,,,,5b57,,,,,,,,,
58,blue,Ferris,9.655,,2017-09-07,2017-08-28,5,Apple,,,,9.249,,,,,,5b58,,,,,,,,,
59,blue,Grant,5.701,,2017-09-07,2017-08-28,5,Apple,,,,4.308,,,,,,5b59,,,,,,,,,
60,blue,Ferris,6.856,,2017-09-07,2017-08-28,5,Apple,,,,6.417,,,,,,5b60,,,,,,,,,
61,blue,Ferris,6.457,,2017-09-07,2017-08-28,5,Apple,,,,5.949,,,,,,5b61,,,,,,,,,
62,blue,Ferris,9.676,,2017-09-07,2017-08-28,5,Apple,,,,9.245,,,,,,5b62,,,,,,,,,
63,blue,Grant,5.746,,2017-09-07,2017-08-28,5,Apple,,,,4.611,,,,,,5b63,,,,,,,,,
64,blue,Ferris,6.818,,2017-09-07,2017-08-28,5,Apple,,,,6.511,,,,,,5b64,,,,,,,,,
65,blue,Milford,12.887,,2017-09-07,2017-08-28,5,Haw,,,,11.914,,,,,,5b65,2017-09-28,31,E6,fly,28,10:11,,,
66,blue,Grant,5.062,,2017-09-07,2017-08-28,5,Apple,,,,4.827,,,,,,5b66,,,,,,,,,
67,blue,Ferris,11.138,,2017-09-07,2017-08-28,5,Apple,,,,10.861,,,,,,5b67,,,,,,,,,
68,blue,Grant,9.854,,2017-09-07,2017-08-28,5,Apple,,,,9.446,,,,,,5b68,,,,,,,,,
69,blue,Milford,8.468,,2017-09-07,2017-08-28,5,Haw,,,,8.064,,,,,,5b69,,,,,,,,,
70,blue,Ferris,6.771,,2017-09-07,2017-08-28,5,Apple,,,,6.409,,,,,,5b70,,,,,,,,,
71,blue,Grant,6.058,,2017-09-07,2017-08-28,5,Apple,,,,6.012,,,,,,5b71,,,,,,,,,
72,blue,Ferris,6.278,,2017-09-07,2017-08-28,5,Apple,,,,5.784,,,,,,5b72,,,,,,,,,
73,blue,Grant,7.02,,2017-09-07,2017-08-28,5,Apple,,,,6.251,,,,,,5b73,,,,,,,,,
74,blue,Grant,3.893,,2017-09-07,2017-08-28,5,Apple,,,,3.453,,,,,,5b74,,,,,,,,,
75,blue,Ferris,6.558,,2017-09-07,2017-08-28,5,Apple,,,,6.042,,,,,,5b75,,,,,,,,,
76,blue,blank,,,2017-09-07,2017-08-28,5,,,,,,,,,,,5b76,,,,,,,,,
77,blue,blank,,17:54,2017-09-07,2017-08-28,5,,,,,,17:13,,,,,5b77,,,,,,,,,
1,white,Ferris,5.825,18:59,2017-09-12,2017-09-02,10,Apple,7000,10:22:57,0.449291,5.53,12:38,,,,,10w1,,,,,,,,,
2,white,Milford,8.824,,2017-09-12,2017-09-02,10,Haw,7000,10:24:15,8.11E-02,8.163,,,,,,10w2,,,,,,,,,
3,white,Grant,5.974,,2017-09-12,2017-09-02,10,Apple,7000,10:25:34,0.5449427,5.624,,,,,,10w3,,,,,,,,,
4,white,Ferris,5.436,,2017-09-12,2017-09-02,10,Apple,7000,10:26:50,4.94E-02,4.494,,,,,,10w4,,,,,,,,,
5,white,Ferris,10.217,,2017-09-12,2017-09-02,10,Apple,7000,10:28:14,6.67E-02,9.797,,,,,,10w5,,,,,,,,,
6,white,Grant,9.271,,2017-09-12,2017-09-02,10,Apple,7000,10:29:33,6.07E-02,8.752,,,,,brown substance in syringe,10w6,,,,,,,,,
7,white,Ferris,11.08,,2017-09-12,2017-09-02,10,Apple,7000,10:30:54,0.152245,10.418,,,,,,10w7,,,,,,,,,
8,white,Grant,8.305,,2017-09-12,2017-09-02,10,Apple,7000,10:32:09,0.1051791,8.122,,,,,,10w8,,,,,,,,,
