Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,Resp_code,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,
53,orange,Ferris,6.867,,13.97028986,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:03:31,0.8649194,6.298,,10:49:04,0.6859378,6262,,1,RT,11o53,2017-10-03,32,C8,fly,32,2,10:25,2017-10-12,20:18,,3,16,2017-10-12,20:18,,,changed water 2017-10-29 2:06/ changed food 2017-11-03 21:17 / changed water 2017-11-05 20:22 changed water 2017-11-28,
54,orange,Ferris,10.358,,13.97536232,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:05:01,0.1911196,9.785,,10:50:53,8.95E-02,6262,,1,,11o54,,,,,,,,,,,,,,,,,,
55,orange,OG,6.664,,13.98043478,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:06:23,0.2632757,6.17,,11:00:26,0.5479574,6262,,1,,11o55,,,,,,,,,,,,,,,,,,
56,orange,Ferris,8.47,,13.98550725,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:07:40,0.2042799,7.687,,11:02:11,0.15558,6262,,1,,11o56,,,,,,,,,,,,,,,,,,
57,orange,Ferris,6.735,,13.99057971,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:08:54,0.1040854,6.075,,11:03:38,0.0484759,6262,,1,,11o57,,,,,,,,,,,,,,,,,,
58,orange,OG,6.767,,13.99565217,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:10:08,0.1300451,6.236,,11:05:06,0.1225706,6262,,1,,11o58,,,,,,,,,,,,,,,,,,
59,orange,OG,9.287,,14.00072464,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:11:15,0.1315088,9.177,,11:07:04,7.31E-02,6262,,1,,11o59,,,,,,,,,,,,,,,,,,
60,orange,Milford,8.044,,14.0057971,2017-08-21,2017-09-13,2017-09-03,11,Haw,6262,10:12:31,0.1776464,7.63,,11:08:22,7.22E-02,6262,,1,,11o60,,,,,,,,,,,,,,,,,,
61,orange,Ferris,12.379,,14.01086957,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:13:46,0.315036,11.072,,11:09:42,0.1488344,6262,,1,,11o61,,,,,,,,,,,,,,,,,,
62,orange,OG,6.298,,14.01594203,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:15:01,0.3790144,5.266,,11:11:19,0.4700886,6262,,1,,11o62,,,,,,,,,,,,,,,,,,
63,orange,OG,5.553,,14.02101449,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:16:23,0.1166345,5.116,,11:13:02,6.62E-02,6262,,1,,11o63,,,,,,,,,,,,,,,,,,
64,orange,Ferris,3.234,,14.02608696,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:19:19,7.26E-02,3.073,,11:14:35,0.0496342,6262,looks dead ,1,,11o64,,,,,,,,,,,,,,,,,,
65,orange,OG,8.375,,14.03115942,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:20:31,0.1129783,7.865,,11:15:53,5.84E-02,6262,,1,,11o65,,,,,,,,,,,,,,,,,,
66,orange,OG,4.963,,14.03623188,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:21:49,6.75E-02,4.633,,11:17:06,5.45E-02,6262,,1,,11o66,,,,,,,,,,,,,,,,,,
67,orange,Ferris,5.679,,14.04130435,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:22:57,0.1097737,5.43,,11:19:00,0.1601734,6262,,1,,11o67,,,,,,,,,,,,,,,,,,
68,orange,OG,8.004,,14.04637681,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:24:20,0.1123388,7.414,,11:20:38,7.06E-02,6262,,1,,11o68,,,,,,,,,,,,,,,,,,
69,orange,OG,7.088,,14.05144928,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:25:33,0.1525039,6.549,,11:22:05,0.1054789,6262,,1,,11o69,,,,,,,,,,,,,,,,,,
70,orange,Blank,,,14.05652174,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:26:40,2.18E-02,,,11:23:33,1.60E-02,6262,,1,,11o70,,,,,,,,,,,,,,,,,,
71,orange,Blank,,,14.0615942,2017-08-21,2017-09-13,2017-09-03,11,Apple,6262,10:28:10,1.59E-02,,,11:24:44,1.11E-02,6262,,1,,11o71,,,,,,,,,,,,,,,,,,
75,orange,Milford,12.08,14:27,14.06666667,2017-08-21,2017-09-13,2017-09-03,11,Haw,6262,10:29:14,0.1860628,11.282,6:45,11:25:58,0.1434383,6262,,1,,11o75,,,,,,,,,,,,,,,,,,
1,white,Ferris,8.783,17:04,16.5,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:44:06,5.54E-02,8.124,12:45,9:37:50,-3.65E-02,7000,,1,RT,12w1,2017-10-22,49,A1,fly,28,1,10:17,2017-10-27,10:43,frozen,,,,,,,,
2,white,OG,8.631,,16.50723684,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:45:24,9.41E-02,6.406,,9:43:28,0.1057642,7000,,1,,12w2,,,,,,,,,,,,,,,,,,
3,white,OG,4.26,,16.51447368,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:46:40,5.87E-02,3.946,,9:45:00,2.56E-02,7000,,1,RT,12w3,2017-10-25,52,A3,fly,32,2,9:49,2017-11-02,21:17,change water 2017-10-30 11:50,4,6,2017-11-02,21:41,,,checked for death 2017-11-04 20:12; changed water 2017-11-21 22:50,
4,white,Milford,11.242,,16.52171053,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,9:48:13,0.1184031,10.551,,9:48:43,3.69E-02,7000,,1,RT,12w4,2017-11-26,84,A5,fly,25,2,12:32,2017-11-28,9:33,"stuck on food, disturbed to check for death 2017-11-27 10:12",,,,,,,,
5,white,OG,7.141,,16.52894737,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:49:33,0.1639035,6.579,,9:54:10,9.42E-02,7000,,1,,12w5,,,,,,,,,,,,,,,,,,
6,white,Ferris,7.315,,16.53618421,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:51:07,6.49E-02,6.954,,9:55:57,4.25E-02,7000,,1,,12w6,,,,,,,,,,,,,,,,,,
7,white,OG,7.588,,16.54342105,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:52:49,0.1271021,6.848,,9:57:40,8.74E-02,7000,,1,,12w7,,,,,,,,,,,,,,,,,,
8,white,Milford,8.59,,16.55065789,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,9:54:01,6.80E-02,7.903,,9:59:09,7.16E-02,7000,,1,,12w8,,,,,,,,,,,,,,,,,,
9,white,OG,5.936,,16.55789474,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:55:12,0.2201691,4.923,,10:00:56,0.1297445,7000,,1,,12w9,,,,,,,,,,,,,,,,,,
10,white,OG,9.389,,16.56513158,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:56:39,7.28E-02,8.93,,10:02:34,4.65E-02,7000,,1,,12w10,,,,,,,,,,,,,,,,,,
11,white,Ferris,5.841,,16.57236842,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:58:11,8.53E-02,5.481,,10:05:58,4.72E-02,7000,d15 syringe dirty,1,,12w11,,,,,,,,,,,,,,,,,,
12,white,OG,8.69,,16.57960526,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,9:59:39,8.57E-02,8.191,,10:07:53,5.94E-02,7000,,1,,12w12,,,,,,,,,,,,,,,,,,
13,white,MSU,7.368,,16.58684211,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:00:52,5.93E-02,6.819,,10:09:30,4.46E-02,7000,,1,,12w13,,,,,,,,,,,,,,,,,,
14,white,OG,7.631,,16.59407895,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:02:19,0.1073653,6.977,,10:11:09,7.73E-02,7000,,1,,12w14,,,,,,,,,,,,,,,,,,
15,white,Ferris,10.224,,16.60131579,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:03:46,0.1039533,9.612,,10:12:42,5.23E-02,7000,,1,,12w15,,,,,,,,,,,,,,,,,,
16,white,OG,9.863,,16.60855263,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:05:03,0.1814777,9.546,,10:15:01,0.1240595,7000,,1,,12w16,,,,,,,,,,,,,,,,,,
17,white,Ferris,9.693,,16.61578947,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:06:28,8.32E-02,9.324,,10:16:48,7.03E-02,7000,,1,,12w17,,,,,,,,,,,,,,,,,,
18,white,OG,5.628,,16.62302632,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:07:55,8.76E-02,5.166,,10:19:16,3.71E-02,7000,,1,,12w18,,,,,,,,,,,,,,,,,,
19,white,OG,4.992,,16.63026316,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:09:08,6.34E-02,4.674,,10:20:43,6.19E-02,7000,,1,,12w19,,,,,,,,,,,,,,,,,,
20,white,MSU,8.811,,16.6375,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:10:25,9.05E-02,8.192,,10:22:08,5.47E-02,7000,,1,,12w20,,,,,,,,,,,,,,,,,,
21,white,OG,3.612,,16.64473684,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:11:45,5.47E-02,3.463,,10:23:42,3.23E-02,7000,,1,RT,12w21,2017-10-06,36,A10,fly,9,2,16:02,2017-10-14,20:10,,4,16,2017-10-14,20:10,43029,22:56,,
22,white,OG,5.685,,16.65197368,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:12:55,4.22E-02,5.289,,10:25:20,0.0690131,7000,,1,,12w22,,,,,,,,,,,,,,,,,,
23,white,OG,6.505,,16.65921053,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:14:05,0.1091866,6.073,,10:27:39,9.35E-02,7000,,1,,12w23,,,,,,,,,,,,,,,,,,
24,white,Ferris,10.222,,16.66644737,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:15:13,6.80E-02,9.622,,10:29:01,0.0718995,7000,,1,,12w24,,,,,,,,,,,,,,,,,,
25,white,OG,5.966,,16.67368421,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:16:46,7.24E-02,5.515,,10:30:46,8.03E-02,7000,,1,,12w25,,,,,,,,,,,,,,,,,,
26,white,OG,9.691,,16.68092105,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:18:04,0.2874,3.022,,10:32:25,9.73E-03,7000,,1,,12w26,,,,,,,,,,,,,,,,,,
27,white,Ferris,11.557,,16.68815789,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:19:29,0.1089849,10.808,,10:34:17,7.92E-02,7000,,1,,12w27,,,,,,,,,,,,,,,,,,
28,white,Milford,8.866,,16.69539474,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,10:20:50,0.7247808,8.088,,10:36:25,0.7370768,7000,,1,,12w28,,,,,,,,,,,,,,,,,,
29,white,OG,10.679,,16.70263158,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:22:15,1.121949,2.906,,10:38:02,1.31E-02,7000,,1,,12w29,,,,,,,,,,,,,,,,,,
30,white,Ferris,10.161,,16.70986842,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:23:30,0.7199153,9.598,,10:39:57,0.8688008,7000,,1,,12w30,,,,,,,,,,,,,,,,,,
31,white,OG,5.577,,16.71710526,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:25:11,0.413033,5.212,,10:41:38,0.1611092,7000,,1,,12w31,,,,,,,,,,,,,,,,,,
32,white,Ferris,5.317,,16.72434211,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:26:36,5.65E-02,5.166,,10:43:20,4.81E-02,7000,,1,,12w32,,,,,,,,,,,,,,,,,,
33,white,OG,4.489,,16.73157895,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:27:49,0.1614346,1.668,,10:44:52,8.03E-03,7000,,1,,12w33,,,,,,,,,,,,,,,,,,
34,white,OG,4.179,,16.73881579,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:29:20,0.2541237,1.418,,10:46:37,6.09E-03,7000,,1,,12w34,,,,,,,,,,,,,,,,,,
35,white,OG,8.693,,16.74605263,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:30:26,0.326465,5.694,,10:49:42,0.3264142,7000,,1,,12w35,,,,,,,,,,,,,,,,,,
36,white,Milford,8.225,,16.75328947,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,10:31:36,0.1007219,7.577,,10:51:26,8.46E-02,7000,,1,,12w36,,,,,,,,,,,,,,,,,,
37,white,OG,9.25,,16.76052632,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:32:49,7.40E-02,8.464,,10:52:58,0.1031889,7000,,1,,12w37,,,,,,,,,,,,,,,,,,
38,white,OG,5.733,,16.76776316,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:34:29,5.51E-02,5.261,,11:03:04,4.95E-02,7000,,1,,12w38,,,,,,,,,,,,,,,,,,
39,white,OG,7.555,,16.775,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:36:01,9.92E-02,7.007,,11:04:46,9.08E-02,7000,,1,,12w39,,,,,,,,,,,,,,,,,,
40,white,Ferris,7.29,,16.78223684,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:37:25,0.5055474,6.491,,11:06:05,0.5703694,7000,,1,RT,12w40,2017-10-05,31,B12,fly,8,1,14:31,2017-10-13,21:01,changed water 2017-10-21 22:59;disturbed to check death 2017-10-24 20:39,3,30,2017-10-13,21:06,,,change food 2017-10-31 21:50/ checked for death 2017-11-04 20:13/ disturbed to check for death 2017-11-15 21:48; disturbed to check for death 2017-11-17 21:55; disturbed to check for death 2017-11-21 22:32; changed water 2017-12-04 20:35  ,
41,white,OG,5.884,,16.78947368,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:38:57,8.43E-02,5.296,,11:08:17,8.43E-02,7000,,1,,12w41,,,,,,,,,,,,,,,,,,
42,white,OG,5.95,,16.79671053,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:40:25,0.1069683,5.326,,11:09:38,9.23E-02,7000,,1,,12w42,,,,,,,,,,,,,,,,,,
43,white,OG,9.32,,16.80394737,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:41:32,0.136772,8.767,,11:11:01,8.35E-02,7000,,1,RT,12w43,2017-11-07,65,C1,fly,25,2,9:52,2017-11-15 ,21:32,,4,27,2017-11-15,21:32,,,changed water 2017-11-28,
44,white,Milford,8.947,,16.81118421,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,10:43:00,5.76E-02,8.253,,11:36:39,3.77E-02,7000,,1,,12w44,,,,,,,,,,,,,,,,,,
45,white,OG,8.881,,16.81842105,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:44:10,0.1771578,8.056,,11:38:03,0.1588972,7000,,1,,12w45,,,,,,,,,,,,,,,,,,
46,white,Ferris,8.926,,16.82565789,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:45:21,7.28E-02,8.155,,11:39:28,7.04E-02,7000,,1,,12w46,,,,,,,,,,,,,,,,,,
47,white,OG,6.557,,16.83289474,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:46:35,0.6300822,5.997,,11:41:01,0.7008072,7000,,1,,12w47,,,,,,,,,,,,,,,,,,
48,white,Milford,9.446,,16.84013158,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,10:48:10,8.76E-02,8.757,,11:43:44,0.1211226,7000,,1,,12w48,,,,,,,,,,,,,,,,,,
49,white,OG,5.402,,16.84736842,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:49:18,0.3978092,4.924,,11:45:14,0.4553471,7000,,1,RT,12w49,2017-10-04,30,C6,fly,3,1,11:12,2017-10-24,10:49,frozen,,,,,,,,
50,white,OG,7.689,,16.85460526,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:50:45,0.1115295,7.052,,11:47:06,0.1083374,7000,,1,,12w50,,,,,,,,,,,,,,,,,,
51,white,OG,3.825,,16.86184211,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:52:02,0.274817,3.556,,11:48:40,0.4363444,7000,,1,,12w51,,,,,,,,,,,,,,,,,,
52,white,OG,9.341,,16.86907895,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:53:31,0.1408426,8.574,,11:50:35,7.15E-02,7000,,1,,12w52,,,,,,,,,,,,,,,,,,
53,white,Ferris,7.49,,16.87631579,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:54:42,6.42E-02,7.189,,11:52:12,7.32E-02,7000,,1,,12w53,,,,,,,,,,,,,,,,,,
54,white,OG,5.657,,16.88355263,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:55:56,6.52E-02,5.305,,11:53:41,4.35E-02,7000,,1,,12w54,,,,,,,,,,,,,,,,,,
55,white,OG,6.357,,16.89078947,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:57:18,5.12E-02,5.765,,11:55:15,0.1657701,7000,,1,RT,12w55,2017-10-18,44,C9,fly,25,2,18:18,2017-10-26,20:00,,3,17,2017-10-26,20:09,,,changed water 2017-11-03 21:16; disturbed to check death 2017-11-08 21:38; changed water 2017-11-08 22:14,
56,white,OG,8.057,,16.89802632,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,10:58:37,9.13E-02,7.625,,11:57:53,9.97E-02,7000,,1,,12w56,,,,,,,,,,,,,,,,,,
57,white,Milford,7.514,,16.90526316,2017-08-21,2017-09-14,2017-09-04,12,Haw,7000,11:00:11,6.89E-02,7.098,,11:59:32,8.58E-02,7000,,1,,12w57,,,,,,,,,,,,,,,,,,
58,white,OG,6.339,,16.9125,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:01:15,0.2023468,4.162,,24:01:00,0.2071748,7000,,1,,12w58,,,,,,,,,,,,,,,,,,
59,white,Ferris,7.375,,16.91973684,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:02:30,6.64E-02,6.83,,24:02:23,6.02E-02,7000,,1,,12w59,,,,,,,,,,,,,,,,,,
60,white,OG,7.967,,16.92697368,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:04:03,0.0855639,7.298,,24:03:48,0.1916684,7000,,1,,12w60,,,,,,,,,,,,,,,,,,
61,white,Ferris,6.43,,16.93421053,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:06:47,0.0789437,5.947,,24:05:11,6.66E-02,7000,,1,,12w61,,,,,,,,,,,,,,,,,,
62,white,OG,4.48,,16.94144737,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:08:03,0.1332537,4.149,,24:06:40,0.1427499,7000,,1,,12w62,,,,,,,,,,,,,,,,,,
63,white,OG,10.278,,16.94868421,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:09:16,0.344875,3.56,,24:09:12,0.0210868,7000,,1,,12w63,,,,,,,,,,,,,,,,,,
64,white,Ferris,10.496,,16.95592105,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:10:28,9.24E-02,9.517,,24:11:15,0.1071044,7000,,1,,12w64,,,,,,,,,,,,,,,,,,
65,white,OG,4.553,,16.96315789,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:11:37,0.4755291,2.196,,24:16:03,0.2557352,7000,,1,,12w65,,,,,,,,,,,,,,,,,,
66,white,OG,5.9,,16.97039474,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:13:02,5.75E-02,5.61,,24:17:39,4.98E-02,7000,,1,,12w66,,,,,,,,,,,,,,,,,,
67,white,Ferris,7.774,,16.97763158,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:14:24,0.0897368,7.186,,24:19:24,8.99E-02,7000,,1,,12w67,,,,,,,,,,,,,,,,,,
68,white,OG,6.874,,16.98486842,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:15:43,7.50E-02,6.357,,24:20:49,8.02E-02,7000,,1,,12w68,,,,,,,,,,,,,,,,,,
69,white,OG,8.439,,16.99210526,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:16:58,5.71E-02,8.193,,24:22:12,0.1167986,7000,,1,,12w69,,,,,,,,,,,,,,,,,,
70,white,Ferris,5.704,,16.99934211,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:18:13,0.043973,5.429,,24:23:37,5.89E-02,7000,,1,,12w70,,,,,,,,,,,,,,,,,,
71,white,OG,9.074,,17.00657895,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:19:22,0.1064432,8.314,,24:25:04,0.1159262,7000,,1,,12w71,,,,,,,,,,,,,,,,,,
72,white,Ferris,8.865,,17.01381579,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:20:34,0.1096119,8.443,,24:26:29,0.1103537,7000,,1,,12w72,,,,,,,,,,,,,,,,,,
73,white,OG,8.965,,17.02105263,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:22:22,9.08E-02,8.307,,24:27:55,8.89E-02,7000,,1,,12w73,,,,,,,,,,,,,,,,,,
74,white,OG,6.209,,17.02828947,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:23:33,5.38E-02,5.835,,24:29:14,8.94E-02,7000,,1,RT,12w74,2017-10-25,52,D7,fly,23,1,9:50,2017-11-02,21:17,disturbed to check death 2017-10-27 10:44; changed water 2017-10-29 2:36,3,24,2017-11-02,21:41,,,changed water 2017-11-17 22:45 ,
75,white,Ferris,6.12,,17.03552632,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:24:56,0.5173169,5.744,,24:30:44,0.5919163,7000,,1,RT,12w75,2017-10-05,31,D8,fly,31,1,14:31,2017-10-10,14:56,water tube dried up; died. Frozen,,,,,,,,
76,white,Blank,,,17.04276316,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:26:22,1.22E-02,,,24:32:28,9.36E-03,7000,,1,,12w76,,,,,,,,,,,,,,,,,,
77,white,Blank,,17:27,17.05,2017-08-21,2017-09-14,2017-09-04,12,Apple,7000,11:27:20,9.33E-03,,13:26,24:33:41,1.01E-02,7000,,1,,12w77,,,,,,,,,,,,,,,,,,
1,blue,MSU,10.96,16:30,17.06666667,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:44:06,0.1976725,9.871,13:30,9:37:50,-0.1768683,6262,,1,,12b1,,,,,,,,,,,,,,,,,,
2,blue,OG,8.28,,17.07171053,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:45:24,0.1740884,7.58,,9:43:28,0.0833166,6262,,1,,12b2,,,,,,,,,,,,,,,,,,
3,blue,Ferris,5.826,,17.07675439,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:46:40,0.7487298,5.45,,9:45:00,0.7232301,6262,,1,RT,12b3,2017-10-07,33,A4,fly,3,2,17:25,2017-10-15,20:08,disturbed 2017-10-19,4,27,2017-10-15,20:11,2017-11-14,20:31,changed water 2017-10-29 2:04/ changed water 2017-11-05 20:21,
4,blue,OG,9.072,,17.08179825,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:48:13,0.2053956,8.565,,9:48:43,7.96E-02,6262,,1,,12b4,,,,,,,,,,,,,,,,,,
5,blue,Milford,10.207,,17.08684211,2017-08-21,2017-09-14,2017-09-04,12,Haw,6262,9:49:33,1.308943,9.266,,9:54:10,1.294905,6262,,1,,12b5,,,,,,,,,,,,,,,,,,
6,blue,OG,9.83,,17.09188596,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:51:07,2.092909,7.524,,9:55:57,1.452826,6262,,1,RT,12b6,2017-10-09,35,A8,wasp,17,1,10:18,2017-10-17,20:08,,4,19,2017-10-17,20:08,,,,
7,blue,OG,8.041,,17.09692982,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:52:49,0.1326049,7.517,,9:57:40,9.36E-02,6262,,1,,12b7,,,,,,,,,,,,,,,,,,
8,blue,Ferris,6.207,,17.10197368,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:54:01,0.1092344,5.883,,9:59:09,0.1334855,6262,,1,,12b8,,,,,,,,,,,,,,,,,,
9,blue,OG,3.219,,17.10701754,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:55:12,1.621185,0.531,,10:00:56,8.00E-03,6262,,1,,12b9,,,,,,,,,,,,,,,,,,
10,blue,Milford,7.591,,17.1120614,2017-08-21,2017-09-14,2017-09-04,12,Haw,6262,9:56:39,2.01776,3.308,,10:02:34,1.22E-02,6262,"d15 respirometry done but pupae already smashed, kept for overwintering",0,,12b10,,,,,,,,,,,,,,,,,,
11,blue,OG,4.262,,17.11710526,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:58:11,0.5401859,3.934,,10:05:58,0.5551601,6262,,1,,12b11,,,,,,,,,,,,,,,,,,
12,blue,Ferris,7.036,,17.12214912,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,9:59:39,0.2189396,6.617,,10:07:53,0.1590329,6262,,1,,12b12,,,,,,,,,,,,,,,,,,
13,blue,OG,6.101,,17.12719298,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:00:52,0.9448476,5.659,,10:09:30,0.9653785,6262,,1,,12b13,,,,,,,,,,,,,,,,,,
14,blue,OG,5.278,,17.13223684,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:02:19,0.5212889,4.017,,10:11:09,0.1622523,6262,d15 syringe dirty,1,,12b14,,,,,,,,,,,,,,,,,,
15,blue,Ferris,8.179,,17.1372807,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:03:46,0.2207049,7.576,,10:12:42,9.72E-02,6262,,1,,12b15,,,,,,,,,,,,,,,,,,
16,blue,OG,6.795,,17.14232456,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:05:03,0.1854789,,,10:15:01,-5.09E-03,6262,squished,0,,12b16,,,,,,,,,,,,,,,,,,
17,blue,OG,3.936,,17.14736842,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:06:28,0.6502768,3.601,,10:16:48,0.6854588,6262,,1,,12b17,,,,,,,,,,,,,,,,,,
18,blue,Ferris,5.878,,17.15241228,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:07:55,0.1930356,5.776,,10:19:16,6.07E-02,6262,,1,,12b18,,,,,,,,,,,,,,,,,,
19,blue,Milford,7.784,,17.15745614,2017-08-21,2017-09-14,2017-09-04,12,Haw,6262,10:09:08,0.2057206,7.121,,10:20:43,0.1211121,6262,,1,,12b19,,,,,,,,,,,,,,,,,,
20,blue,OG,6.975,,17.1625,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:10:25,0.4104555,6.476,,10:22:08,0.3670977,6262,,1,,12b20,,,,,,,,,,,,,,,,,,
21,blue,OG,5.98,,17.16754386,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,10:11:45,0.1406554,5.736,,10:23:42,0.2730655,6262,,1,,12b21,,,,,,,,,,,,,,,,,,
