Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3
24,blue,Ferris,9.489,,16.85563063,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,8.709,,,,,,RT,5b24,2017-09-29,32,D3,fly,20,2,12:24,2017-10-12,20:18,,3,19,2017-10-12,20:18,,,
25,blue,Ferris,6.847,,16.86621622,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.285,,,,,,RT,5b25,2017-10-21,54,D4,fly,26,1,19:28,,,,,,,,,,
26,blue,Grant,9.98,,16.8768018,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.244,,,,,,RT,5b26,2017-09-29,32,D5,fly,,,,,,died in tube,,,,,,,
27,blue,Ferris,8.612,,16.88738739,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,7.724,,,,,,,5b27,,,,,,,,,,,,,,,,,
28,blue,Ferris,9.104,,16.89797297,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,8.183,,,,,,,5b28,,,,,,,,,,,,,,,,,
29,blue,Grant,6.96,,16.90855856,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.69,,,,,,,5b29,,,,,,,,,,,,,,,,,
30,blue,Ferris,9.863,,16.91914414,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,7.569,,,,,,,5b30,,,,,,,,,,,,,,,,,
31,blue,Ferris,6.26,,16.92972973,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.759,,,,,,RT,5b31,2017-10-16,,D8,fly,8,1,19:37,2017-10-18,20:31,,4,13,2017-10-24,20:32,,,
32,blue,Grant,5.889,,16.94031532,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.369,,,,,,,5b32,,,,,,,,,,,,,,,,,
33,blue,Ferris,9.825,,16.9509009,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.147,,,,,,,5b33,,,,,,,,,,,,,,,,,
34,blue,Grant,6.398,,16.96148649,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.956,,,,,,RT,5b34,2017-09-29,32,D9,fly,26,2,12:25,2017-10-12,20:18,,3,11,2017-10-12,20:18,,,
35,blue,Ferris,9.712,,16.97207207,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,8.949,,,,,,,5b35,,,,,,,,,,,,,,,,,
36,blue,Grant,6.839,,16.98265766,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.476,,,,,,,5b36,,,,,,,,,,,,,,,,,
37,blue,Ferris,7.819,,16.99324324,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,7.373,,,,,,,5b37,,,,,,,,,,,,,,,,,
38,blue,Ferris,10.496,,17.00382883,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.677,,,,,,,5b38,,,,,,,,,,,,,,,,,
39,blue,Grant,8.701,,17.01441441,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,8.151,,,,,,,5b39,,,,,,,,,,,,,,,,,
40,blue,Ferris,9.094,,17.025,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,8.461,,,,,,,5b40,,,,,,,,,,,,,,,,,
41,blue,Grant,8.921,,17.03558559,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,8.336,,,,,,,5b41,,,,,,,,,,,,,,,,,
42,blue,Ferris,9.931,,17.04617117,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.029,,,,,,,5b42,,,,,,,,,,,,,,,,,
43,blue,Ferris,8.648,,17.05675676,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,7.859,,,,,,,5b43,,,,,,,,,,,,,,,,,
44,blue,Grant,5.831,,17.06734234,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.474,,,,,,,5b44,,,,,,,,,,,,,,,,,
45,blue,Ferris,10.669,,17.07792793,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.928,,,,,,,5b45,,,,,,,,,,,,,,,,,
46,blue,Grant,6.037,,17.08851351,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.541,,,,,,,5b46,,,,,,,,,,,,,,,,,
47,blue,Ferris,10.565,,17.0990991,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.583,,,,,,,5b47,,,,,,,,,,,,,,,,,
48,blue,Ferris,5.843,,17.10968468,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.485,,,,,,,5b48,,,,,,,,,,,,,,,,,
49,blue,Grant,8.346,,17.12027027,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,7.789,,,,,,,5b49,,,,,,,,,,,,,,,,,
50,blue,Ferris,13.039,,17.13085586,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.891,,,,,,,5b50,,,,,,,,,,,,,,,,,
51,blue,Ferris,7.154,,17.14144144,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.771,,,,,,,5b51,,,,,,,,,,,,,,,,,
52,blue,Grant,9.974,,17.15202703,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.23,,,,,,,5b52,,,,,,,,,,,,,,,,,
53,blue,Milford,7.891,,17.16261261,2017-08-21,2017-09-07,2017-08-28,5,Haw,,,,7.345,,,,,,,5b53,,,,,,,,,,,,,,,,,
54,blue,Ferris,10.037,,17.1731982,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.492,,,,,,,5b54,,,,,,,,,,,,,,,,,
55,blue,Milford,10.513,,17.18378378,2017-08-21,2017-09-07,2017-08-28,5,Haw,,,,9.842,,,,,,,5b55,,,,,,,,,,,,,,,,,
56,blue,Ferris,4.566,,17.19436937,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,4.233,,,,,,,5b56,,,,,,,,,,,,,,,,,
57,blue,Grant,6.305,,17.20495495,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.998,,,,,,,5b57,,,,,,,,,,,,,,,,,
58,blue,Ferris,9.655,,17.21554054,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.249,,,,,,,5b58,,,,,,,,,,,,,,,,,
59,blue,Grant,5.701,,17.22612613,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,4.308,,,,,,,5b59,,,,,,,,,,,,,,,,,
60,blue,Ferris,6.856,,17.23671171,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.417,,,,,,,5b60,,,,,,,,,,,,,,,,,
61,blue,Ferris,6.457,,17.2472973,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.949,,,,,,,5b61,,,,,,,,,,,,,,,,,
62,blue,Ferris,9.676,,17.25788288,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.245,,,,,,,5b62,,,,,,,,,,,,,,,,,
63,blue,Grant,5.746,,17.26846847,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,4.611,,,,,,,5b63,,,,,,,,,,,,,,,,,
64,blue,Ferris,6.818,,17.27905405,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.511,,,,,,,5b64,,,,,,,,,,,,,,,,,
65,blue,Milford,12.887,,17.28963964,2017-08-21,2017-09-07,2017-08-28,5,Haw,,,,11.914,,,,,,RT,5b65,2017-09-28,31,E6,fly,28,2,10:11,2017-10-12,20:18,,2,24,2017-10-12,20:18,,,
66,blue,Grant,5.062,,17.30022523,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,4.827,,,,,,,5b66,,,,,,,,,,,,,,,,,
67,blue,Ferris,11.138,,17.31081081,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,10.861,,,,,,,5b67,,,,,,,,,,,,,,,,,
68,blue,Grant,9.854,,17.3213964,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,9.446,,,,,,,5b68,,,,,,,,,,,,,,,,,
69,blue,Milford,8.468,,17.33198198,2017-08-21,2017-09-07,2017-08-28,5,Haw,,,,8.064,,,,,,,5b69,,,,,,,,,,,,,,,,,
70,blue,Ferris,6.771,,17.34256757,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.409,,,,,,,5b70,,,,,,,,,,,,,,,,,
71,blue,Grant,6.058,,17.35315315,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.012,,,,,,,5b71,,,,,,,,,,,,,,,,,
72,blue,Ferris,6.278,,17.36373874,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,5.784,,,,,,,5b72,,,,,,,,,,,,,,,,,
73,blue,Grant,7.02,,17.37432432,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.251,,,,,,,5b73,,,,,,,,,,,,,,,,,
74,blue,Grant,3.893,,17.38490991,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,3.453,,,,,,,5b74,,,,,,,,,,,,,,,,,
75,blue,Ferris,6.558,,17.3954955,2017-08-21,2017-09-07,2017-08-28,5,Apple,,,,6.042,,,,,,,5b75,,,,,,,,,,,,,,,,,
76,blue,Blank,,,17.40608108,2017-08-21,2017-09-07,2017-08-28,5,,,,,,,,,,,,5b76,,,,,,,,,,,,,,,,,
77,blue,Blank,,17:54,17.41666667,2017-08-21,2017-09-07,2017-08-28,5,,,,,,17:13,,,,,,5b77,,,,,,,,,,,,,,,,,
1,white,Ferris,5.825,18:59,19.38333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:22:57,0.449291,5.53,12:38,,,,,,10w1,,,,,,,,,,,,,,,,,
2,white,Milford,8.824,,19.38888889,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,10:24:15,8.11E-02,8.163,,,,,,,10w2,,,,,,,,,,,,,,,,,
3,white,Grant,5.974,,19.39444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:25:34,0.5449427,5.624,,,,,,,10w3,,,,,,,,,,,,,,,,,
4,white,Ferris,5.436,,19.4,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:26:50,4.94E-02,4.494,,,,,,,10w4,,,,,,,,,,,,,,,,,
5,white,Ferris,10.217,,19.40555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:28:14,6.67E-02,9.797,,,,,,,10w5,,,,,,,,,,,,,,,,,
6,white,Grant,9.271,,19.41111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:29:33,6.07E-02,8.752,,,,,brown substance in syringe,,10w6,,,,,,,,,,,,,,,,,
7,white,Ferris,11.08,,19.41666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:30:54,0.152245,10.418,,,,,,,10w7,,,,,,,,,,,,,,,,,
8,white,Grant,8.305,,19.42222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:32:09,0.1051791,8.122,,,,,,,10w8,,,,,,,,,,,,,,,,,
9,white,Grant,6.672,,19.42777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:33:28,8.96E-02,6.506,,,,,,,10w9,,,,,,,,,,,,,,,,,
10,white,Ferris,5.729,,19.43333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:34:58,8.45E-02,5.524,,,,,,,10w10,,,,,,,,,,,,,,,,,
11,white,Grant,7.398,,19.43888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:36:14,8.46E-02,6.86,,,,,,RT,10w11,2017-10-04,32,A3,fly,5,1,11:11,2017-10-12,20:18,,3,32,2017-10-12,20:18,,,
12,white,Ferris,5.436,,19.44444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:37:53,5.45E-02,5.221,,,,,,RT,10w12,2017-10-03,31,A4,fly,10,2,10:26,2017-10-12,20:18,,3,27,2017-10-12,20:18,,,
13,white,Ferris,7.757,,19.45,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:39:26,0.4605452,7.423,,,,,,,10w13,,,,,,,,,,,,,,,,,
14,white,Ferris,6.491,,19.45555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:40:50,1.115555,6.293,,,,,,,10w14,,,,,,,,,,,,,,,,,
15,white,Ferris,8.046,,19.46111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:42:19,6.69E-02,7.647,,,,,,,10w15,,,,,,,,,,,,,,,,,
16,white,Grant,9.538,,19.46666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:43:49,9.25E-02,9.045,,,,,,,10w16,,,,,,,,,,,,,,,,,
17,white,Milford,11.049,,19.47222222,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,10:45:14,0.1119564,10.134,,,,,,,10w17,,,,,,,,,,,,,,,,,
18,white,Grant,6.876,,19.47777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:46:32,5.98E-02,6.572,,,,,,,10w18,,,,,,,,,,,,,,,,,
19,white,Grant,8.051,,19.48333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:48:08,5.28E-02,7.655,,,,,,,10w19,,,,,,,,,,,,,,,,,
20,white,Ferris,5.784,,19.48888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:49:42,0.4064779,5.551,,,,,,RT,10w20,2017-10-04,32,A9,fly,9,1,11:11,2017-10-12,20:18,,3,1,2017-10-12,20:18,,,
21,white,Grant,10.787,,19.49444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:51:18,0.6377373,10.074,,,,,,,10w21,,,,,,,,,,,,,,,,,
22,white,Grant,6.729,,19.5,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:52:49,2.42E-02,6.274,,,,,,,10w22,,,,,,,,,,,,,,,,,
23,white,Grant,6.189,,19.50555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:54:07,0.0809904,5.9,,,,,,,10w23,,,,,,,,,,,,,,,,,
24,white,Grant,4.855,,19.51111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:55:34,7.07E-02,4.758,,,,,,,10w24,,,,,,,,,,,,,,,,,
25,white,Grant,4.999,,19.51666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:56:54,7.26E-02,4.915,,,,,,,10w25,,,,,,,,,,,,,,,,,
26,white,Ferris,4.807,,19.52222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:58:18,0.4221001,4.64,,,,,killed,,10w26,,,,,,,,,,,,,,,,,
27,white,Grant,7.202,,19.52777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,10:59:42,8.05E-02,6.904,,,,,,,10w27,,,,,,,,,,,,,,,,,
28,white,Ferris,5.534,,19.53333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:00:55,4.53E-02,5.164,,,,,,,10w28,,,,,,,,,,,,,,,,,
29,white,Grant,7.289,,19.53888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:02:13,5.67E-02,6.815,,,,,,,10w29,,,,,,,,,,,,,,,,,
30,white,Milford,12.612,,19.54444444,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:03:35,0.1976632,11.564,,,,,,,10w30,,,,,,,,,,,,,,,,,
31,white,Ferris,4.321,,19.55,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:05:02,0.1332797,2.641,,,,,,,10w31,,,,,,,,,,,,,,,,,
32,white,Milford,11.546,,19.55555556,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:06:21,0.1042874,10.535,,,,,,,10w32,,,,,,,,,,,,,,,,,
33,white,Grant,9.52,,19.56111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:07:42,0.7466366,9.109,,,,,,,10w33,,,,,,,,,,,,,,,,,
34,white,Ferris,7.676,,19.56666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:09:14,6.09E-02,7.48,,,,,,,10w34,,,,,,,,,,,,,,,,,
35,white,Grant,4.798,,19.57222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:10:36,5.42E-02,4.594,,,,,,,10w35,,,,,,,,,,,,,,,,,
36,white,Grant,3.421,,19.57777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:11:49,5.11E-02,3.311,,,,,,,10w36,,,,,,,,,,,,,,,,,
37,white,Milford,8.564,,19.58333333,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:12:57,6.86E-02,7.907,,,,,,,10w37,,,,,,,,,,,,,,,,,
38,white,Grant,9.841,,19.58888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:14:35,0.1070225,9.651,,,,,,,10w38,,,,,,,,,,,,,,,,,
39,white,Milford,8.241,,19.59444444,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:16:19,7.03E-02,7.703,,,,,,,10w39,,,,,,,,,,,,,,,,,
40,white,Ferris,7.035,,19.6,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:17:51,0.052362,6.676,,,,,,,10w40,,,,,,,,,,,,,,,,,
41,white,Ferris,6.44,,19.60555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:19:13,0.0640958,5.777,,,,,,,10w41,,,,,,,,,,,,,,,,,
42,white,Ferris,8.138,,19.61111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:20:35,6.74E-02,7.925,,,,,,,10w42,,,,,,,,,,,,,,,,,
43,white,Ferris,9.133,,19.61666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:21:50,0.2114387,8.881,,,,,,,10w43,,,,,,,,,,,,,,,,,
44,white,Ferris,7.573,,19.62222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:23:22,6.18E-02,7.504,,,,,,,10w44,,,,,,,,,,,,,,,,,
45,white,Grant,5.46,,19.62777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:24:38,3.64E-02,5.205,,,,,,,10w45,,,,,,,,,,,,,,,,,
46,white,Milford,11.512,,19.63333333,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:25:54,0.3140071,10.791,,,,,,,10w46,,,,,,,,,,,,,,,,,
47,white,Ferris,7.277,,19.63888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:27:21,9.03E-02,6.959,,,,,,,10w47,,,,,,,,,,,,,,,,,
48,white,Grant,6.804,,19.64444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:28:35,4.67E-02,6.535,,,,,,,10w48,,,,,,,,,,,,,,,,,
49,white,Grant,6.624,,19.65,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:29:51,0.7747632,6.162,,,,,syringe dirty,,10w49,,,,,,,,,,,,,,,,,
50,white,Ferris,9.493,,19.65555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:31:17,9.96E-02,8.877,,,,,,,10w50,,,,,,,,,,,,,,,,,
51,white,Ferris,10.269,,19.66111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:32:35,0.5536874,9.638,,,,,,,10w51,,,,,,,,,,,,,,,,,
52,white,Grant,5.568,,19.66666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:34:02,7.12E-02,5.287,,,,,,,10w52,,,,,,,,,,,,,,,,,
53,white,Grant,7.381,,19.67222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:35:37,0.5479736,6.962,,,,,,RT,10w53,2017-10-22,50,B11,fly,6,1,10:17,,,disturbed for water 2017-10-23;11:39,,,,,,,
54,white,Ferris,5.973,,19.67777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:37:05,0.3376071,5.536,,,,,,RT,10w54,2017-10-24,52,B12,fly,32,2,10:28,,,,,,,,,,
55,white,Ferris,8.125,,19.68333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:38:30,0.0537255,7.946,,,,,,,10w55,,,,,,,,,,,,,,,,,
56,white,Ferris,8.226,,19.68888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:39:50,4.36E-02,7.693,,,,,,,10w56,,,,,,,,,,,,,,,,,
57,white,Ferris,6.308,,19.69444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:41:19,6.69E-02,5.878,,,,,,,10w57,,,,,,,,,,,,,,,,,
58,white,Milford,12.806,,19.7,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:42:41,0.4945533,11.809,,,,,,,10w58,,,,,,,,,,,,,,,,,
59,white,Ferris,4.347,,19.70555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:44:06,0.3408822,4.181,,,,,,,10w59,,,,,,,,,,,,,,,,,
60,white,Milford,8.411,,19.71111111,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:45:22,6.36E-02,7.654,,,,,killed,,10w60,,,,,,,,,,,,,,,,,
61,white,Ferris,4.461,,19.71666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:49:18,0.100513,4.377,,,,,,,10w61,,,,,,,,,,,,,,,,,
62,white,Ferris,6.98,,19.72222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:50:42,5.38E-02,6.818,,,,,,,10w62,,,,,,,,,,,,,,,,,
63,white,Ferris,7.376,,19.72777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:52:09,8.33E-02,6.813,,,,,,,10w63,,,,,,,,,,,,,,,,,
64,white,Grant,9.447,,19.73333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:53:28,8.22E-02,8.873,,,,,,,10w64,,,,,,,,,,,,,,,,,
65,white,Ferris,8.86,,19.73888889,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:54:47,8.63E-02,8.642,,,,,,,10w65,,,,,,,,,,,,,,,,,
66,white,Grant,4.324,,19.74444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:55:59,0.303327,4.156,,,,,,,10w66,,,,,,,,,,,,,,,,,
67,white,Grant,9.318,,19.75,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,11:57:23,5.40E-02,8.561,,,,,,,10w67,,,,,,,,,,,,,,,,,
68,white,Milford,7.926,,19.75555556,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,11:58:39,9.81E-02,7.368,,,,,,,10w68,,,,,,,,,,,,,,,,,
69,white,Grant,5.163,,19.76111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:00:00,6.20E-02,5.101,,,,,,,10w69,,,,,,,,,,,,,,,,,
70,white,Ferris,11.415,,19.76666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:01:16,0.7161068,10.764,,,,,,,10w70,,,,,,,,,,,,,,,,,
71,white,Grant,5.979,,19.77222222,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:02:24,0.1017159,5.822,,,,,,,10w71,,,,,,,,,,,,,,,,,
72,white,Grant,6.666,,19.77777778,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:04:02,5.70E-02,2.265,,,,,smushed by purging ,,10w72,,,,,,,,,,,,,,,,,
73,white,Grant,7.782,,19.78333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:05:37,9.61E-02,7.318,,,,,,RT,10w73,2017-10-02,30,C6,fly,29,2,11:23,2017-10-12,20:18,,3,12,2017-10-12,20:18,,,
74,white,Milford,11.997,,19.78888889,2017-08-21,2017-09-12,2017-09-02,10,Haw,7000,12:07:18,5.71E-02,11.161,,,,,,,10w74,,,,,,,,,,,,,,,,,
75,white,Grant,8.53,,19.79444444,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:08:36,7.45E-02,8.014,,,,,,,10w75,,,,,,,,,,,,,,,,,
76,white,Grant,7.113,,19.8,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:09:52,0.1220091,6.854,,,,,,,10w76,,,,,,,,,,,,,,,,,
77,white,Blank,,,19.80555556,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:11:22,0.4729097,,,,,,,,10w77,,,,,,,,,,,,,,,,,
78,white,Blank,,19:22,19.81111111,2017-08-21,2017-09-12,2017-09-02,10,Apple,7000,12:12:53,9.21E-03,,12:49,,,,,,10w78,,,,,,,,,,,,,,,,,
1,orange,Ferris,7.1,19:23,19.81666667,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,12:14:04,7.36E-02,6.514,12:07,,,,,,10o1,,,,,,,,,,,,,,,,,
2,orange,Grant,7.708,,18.98333333,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:24:15,0.8699997,7.301,,,,,,,10o2,,,,,,,,,,,,,,,,,
3,orange,Grant,7.321,,18.98831169,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:25:34,0.1100051,6.886,,,,,,RT,10o3,2017-10-06,34,C8,fly,16,2,16:01,2017-10-09,9:35,,,,,,,,
4,orange,Ferris,5.595,,18.99329004,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:26:50,0.7083061,5.319,,,,,,,10o4,,,,,,,,,,,,,,,,,
5,orange,Grant,6.767,,18.9982684,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:28:14,0.1355231,6.694,,,,,,,10o5,,,,,,,,,,,,,,,,,
6,orange,Ferris,7.02,,19.00324675,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:29:33,0.2721819,6.602,,,,,,,10o6,,,,,,,,,,,,,,,,,
7,orange,Milford,10.81,,19.00822511,2017-08-21,2017-09-12,2017-09-02,10,Haw,6262,10:30:54,0.1857121,9.946,,,,,,,10o7,,,,,,,,,,,,,,,,,
8,orange,Grant,8.745,,19.01320346,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:32:09,9.28E-02,8.255,,,,,,,10o8,,,,,,,,,,,,,,,,,
9,orange,Grant,6.8,,19.01818182,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:33:28,0.2216317,6.567,,,,,,,10o9,,,,,,,,,,,,,,,,,
10,orange,Milford,7.455,,19.02316017,2017-08-21,2017-09-12,2017-09-02,10,Haw,6262,10:34:58,0.1349178,6.881,,,,,,,10o10,,,,,,,,,,,,,,,,,
11,orange,Milford,7.662,,19.02813853,2017-08-21,2017-09-12,2017-09-02,10,Haw,6262,10:36:14,0.8451345,7.013,,,,,,,10o11,,,,,,,,,,,,,,,,,
12,orange,Grant,4.612,,19.03311688,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:37:53,0.7491088,4.495,,,,,,,10o12,,,,,,,,,,,,,,,,,
13,orange,Grant,7.145,,19.03809524,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:39:26,0.1055524,6.581,,,,,,,10o13,,,,,,,,,,,,,,,,,
14,orange,Ferris,5.122,,19.04307359,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:40:50,0.1198914,1.95,,,,,fungus ,,10o14,,,,,,,,,,,,,,,,,
15,orange,Ferris,9.294,,19.04805195,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:42:19,0.1679324,8.946,,,,,,,10o15,,,,,,,,,,,,,,,,,
16,orange,Ferris,10.083,,19.0530303,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:43:49,0.1599401,9.621,,,,,,,10o16,,,,,,,,,,,,,,,,,
17,orange,Grant,9.354,,19.05800866,2017-08-21,2017-09-12,2017-09-02,10,Apple,6262,10:45:14,0.2146864,8.978,,,,,,,10o17,,,,,,,,,,,,,,,,,
