Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,mass_day19,purge_time_3,resp_time_3,resp_day20,treatment_day15 ,exit_fridge_date,Eclosion_reference_date,notes,Resp_code,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Entrainment_enter_date,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,Adult_death_date,Uncaused_death
73,blue,OG,,,,2018-08-29,,2018-09-09,10,Apple,6262,,,,,,,4.165,,8:09:10,0.0977011,2018-09-24,,,,,SO,A20-10SO-G11,,,G11,,,,,,,,,,,,,,,,,
74,blue,OG,,,,2018-08-29,,2018-09-09,10,Apple,6262,,,,,,,3.366,,8:10:16,0.7277839,2018-09-24,,,,,RT,A20-10RT-E1,,,E1,,,,,,,,,,,,,,,,,
75,blue,OG,,,,2018-08-29,,2018-09-09,10,Apple,6262,,,,,,,5.400,,8:11:43,0.1531694,2018-09-24,,,,,SO,A20-10SO-F12,,,F12,,,,,,,,,,,,,,,,,
76,blue,Blank,,,,2018-08-29,,2018-09-09,10,Apple,6262,,,,,,,,,8:12:51,1.90E-02,2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,
77,blue,Blank,,,,2018-08-29,,2018-09-09,10,Apple,6262,,,,,,,,11:46,8:13:47,1.65E-02,2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,
51,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,5.504,11:46,7:41:29,5.41E-02,2018-09-24,,,,,RT,A20-10RT-D3,,,D3,,,,,,,,,,,,,,,,,
52,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,8.018,,7:42:51,6.26E-02,2018-09-24,,,,,SO,A20-10SO-D9,,,D9,,,,,,,,,,,,,,,,,
53,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,6.231,,7:44:05,5.09E-02,2018-09-24,,,,,SO,A20-10SO-E2,,,E2,,,,,,,,,,,,,,,,,
54,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.968,,7:45:26,6.56E-02,2018-09-24,,,,,SO,A20-10SO-C3,,,C3,,,,,,,,,,,,,,,,,
55,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,6.230,,7:46:38,0.9035689,2018-09-24,,,,,SO,A20-10SO-B10,,,B10,,,,,,,,,,,,,,,,,
56,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,5.165,,7:48:02,0.5241283,2018-09-24,,,,,SO,A20-10SO-E8,,,E8,,,,,,,,,,,,,,,,,
57,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.783,,7:49:15,4.98E-02,2018-09-24,,,,,SO,A20-10SO-D10,,,D10,,,,,,,,,,,,,,,,,
58,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,8.232,,7:50:35,0.1172228,2018-09-24,,,,,RT,A20-10RT-D7,2018-11-02,54,D7,fly,2018-11-02,16,1,14:30,,,,,,,,,,,,
59,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,7.585,,7:51:44,3.60E-02,2018-09-24,,,,,SO,A20-10SO-B9,,,B9,,,,,,,,,,,,,,,,,
60,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,7.293,,7:52:45,0.6394299,2018-09-24,,,,,RT,A20-10RT-H2,2018-10-10,31,H2,fly,,17,1,11:24,2018-10-17,20:00,,7,19,2018-10-17,20:00,2018-11-14,20:20,,2018-11-14,0
61,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,7.827,,7:54:13,7.59E-02,2018-09-24,,,,,SO,A20-10SO-D8,,,D8,,,,,,,,,,,,,,,,,
62,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,5.200,,7:55:22,0.5417765,2018-09-24,,,,,SO,A20-10SO-F9,,,F9,,,,,,,,,,,,,,,,,
63,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,5.267,,7:56:38,0.0735293,2018-09-24,,,,,RT,A20-10RT-G7,,,G7,,,,,,,,,,,,,,,,,
64,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,5.121,,7:57:41,8.28E-02,2018-09-24,,,,,RT,A20-10RT-C8,,,C8,,,,,,,,,,,,,,,,,
65,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,7.718,,7:58:57,6.90E-02,2018-09-24,,,,,RT,A20-10RT-H12,,,H12,,,,,,,,,,,,,,,,,
66,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.273,,8:00:22,8.53E-02,2018-09-24,,,,,SO,A20-10SO-D2,,,D2,,,,,,,,,,,,,,,,,
67,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,5.595,,8:01:30,2.98E-02,2018-09-24,,,,,SO,A20-10SO-F3,,,F3,,,,,,,,,,,,,,,,,
68,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,8.125,,8:02:32,5.56E-02,2018-09-24,,,,,RT,A20-10RT-F12,,,F12,,,,,,,,,,,,,,,,,
69,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,6.809,,8:03:46,0.8217946,2018-09-24,,,,,RT,A20-10RT-E8,,,E8,,,,,,,,,,,,,,,,,
70,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,6.263,,8:05:25,6.67E-02,2018-09-24,,,,,RT,A20-10RT-E11,,,E11,,,,,,,,,,,,,,,,,
71,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.901,,8:06:33,5.21E-02,2018-09-24,,,,,SO,A20-10SO-A4,,,A4,,,,,,,,,,,,,,,,,
72,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.380,,8:07:46,5.10E-02,2018-09-24,,,,,RT,A20-10RT-C5,,,C5,,,,,,,,,,,,,,,,,
73,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.121,,8:09:10,5.21E-02,2018-09-24,,,,,SO,A20-10SO-A6,,,A6,,,,,,,,,,,,,,,,,
74,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,4.432,,8:10:16,0.5491122,2018-09-24,,,,,RT,A20-10RT-B1,2018-10-10,31,B1,fly,,18,1,11:24,2018-10-17,20:00,,7,23,2018-10-17,20:00,2018-11-26,20:40,,2018-11-26,0
75,red,OG,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,2.260,,8:11:43,8.65E-02,2018-09-24,,,,,SO,A20-10SO-B6,,,B6,,,,,,,,,,,,,,,,,
76,red,Blank,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,,,8:12:51,4.84E-03,2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,
77,red,Blank,,,,2018-08-29,,2018-09-09,10,Apple,7000,,,,,,,,11:53,8:13:47,6.95E-03,2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,
51,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.687,10:34,12:07:52,0.8693286,2018-09-25,,,,,SO,A2-11SO-E2,,,E2,,,,,,,,,,,,,,,,,
52,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,7.391,,12:09:29,1.40004,2018-09-25,,,,,SO,A2-11SO-H1,,,H1,,,,,,,,,,,,,,,,,
53,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,5.782,,24:11:03,0.1751427,2018-09-25,,,,,SO,A2-11SO-A9,,,A9,,,,,,,,,,,,,,,,,
54,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.478,,12:12:08,0.731162,2018-09-25,,,,,SO,A2-11SO-C11,,,C11,,,,,,,,,,,,,,,,,
55,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,5.614,,12:13:28,1.251838,2018-09-25,,,,,RT,A2-11RT-G12,,,G12,,,,,,,,,,,,,,,,,
56,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.641,,12:14:53,0.2397282,2018-09-25,,,,,RT,A2-11RT-A8,,,A8,,,,,,,,,,,,,,,,,
57,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,6.480,,12:16:06,8.43E-02,2018-09-25,,,,,RT,A2-11RT-H8,,,H8,,,,,,,,,,,,,,,,,
58,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,5.720,,12:17:28,0.1130953,2018-09-25,,,lost,,RT,A2-11RT-,,,,,,,,,,,,,,,,,,,,
59,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.854,,12:18:36,0.149467,2018-09-25,,,,,SO,A2-11SO-F8,,,F8,,,,,,,,,,,,,,,,,
60,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,4.654,,12:19:50,0.1023289,2018-09-25,,,,,RT,A2-11RT-E6,,,E6,,,,,,,,,,,,,,,,,
61,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,4.487,,12:20:58,1.089859,2018-09-25,,,,,RT,A2-11RT-B5,2018-10-11,31,B5,fly,,8,6,14:00,2018-10-18,19:50,,4,4,2018-10-18,19:50,2018-10-19,20:00,,2018-10-19,0
62,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,2.852,,12:22:25,0.2169918,2018-09-25,,,,,SO,A2-11SO-G8,,,G8,,,,,,,,,,,,,,,,,
63,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,4.303,,12:23:39,0.3694547,2018-09-25,,,,,RT,A2-11RT-E8,,,E8,,,,,,,,,,,,,,,,,
64,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,2.422,,12:24:56,1.83E-02,2018-09-25,,,,,RT,A2-11RT-C7,,,C7,,,,,,,,,,,,,,,,,
65,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,2.959,,12:26:07,0.1099208,2018-09-25,,,,,RT,A2-11RT-B11,,,B11,,,,,,,,,,,,,,,,,
66,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.930,,12:27:10,7.39E-02,2018-09-25,,,,,SO,A2-11SO-G11,,,G11,,,,,,,,,,,,,,,,,
67,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,4.910,,12:28:23,8.31E-02,2018-09-25,,,,,RT,A2-11RT-G9,2018-10-30,50,G9,fly,2018-10-30,16,2,13:20,2018-11-08,20:15,,,,,,,,,2018-11-08,0
68,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,5.688,,12:29:40,1.325781,2018-09-25,,,,,RT,A2-11RT-H2,2018-10-10,30,H2,fly,,4,2,11:24,2018-10-17,20:00,,7,10,2018-10-17,20:00,2019-01-03,20:00,,2019-01-03,0
69,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,2.969,,12:30:57,2.03E-02,2018-09-25,,,,,SO,A2-11SO-C5,,,C5,,,,,,,,,,,,,,,,,
70,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,4.745,,12:31:55,1.130465,2018-09-25,,,,,SO,A2-11SO-C6,,,C6,,,,,,,,,,,,,,,,,
71,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.458,,12:33:18,2.244369,2018-09-25,,,,,RT,A2-11RT-A10,,,A10,,,,,,,,,,,,,,,,,
72,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.616,,12:34:47,0.8500674,2018-09-25,,,,,RT,A2-11RT-F7,,,F7,,,,,,,,,,,,,,,,,
73,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,1.208,,12:36:10,2.26E-02,2018-09-25,,,,,RT,A2-11RT-B1,,,B1,,,,,,,,,,,,,,,,,
74,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,2.773,,12:37:34,8.81E-02,2018-09-25,,,,,SO,A2-11SO-A4,,,A4,,,,,,,,,,,,,,,,,
75,orange,OG,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,3.876,,12:38:48,0.7100773,2018-09-25,,,,,RT,A2-11RT-H9,,,H9,,,,,,,,,,,,,,,,,
76,orange,Blank,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,,,,,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,
77,orange,Blank,,,,2018-08-29,,2018-09-10,11,Apple,6262,,,,,,,,10:41,12:40:09,1.85E-02,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,
51,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,8.522,10:41,12:07:52,8.89E-02,2018-09-25,,,,,SO,A2-11SO-G4,,,G4,,,,,,,,,,,,,,,,,
52,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,,,,,2018-09-25,,,empty,,RT,A2-11RT-,,,,,,,,,,,,,,,,,,,,
53,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,2.278,,12:11:03,3.74E-02,2018-09-25,,,,,SO,A2-11SO-A7,,,A7,,,,,,,,,,,,,,,,,
54,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,7.646,,12:12:08,7.45E-02,2018-09-25,,,,,RT,A2-11RT-D8,,,D8,,,,,,,,,,,,,,,,,
55,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,4.424,,12:13:28,0.6751227,2018-09-25,,,,,RT,A2-11RT-A1,2018-10-10,30,A1,fly,,1,2,11:24,2018-10-17,20:00,,7,11,2018-10-17,20:00,2018-11-16,20:00,,2018-11-16,0
56,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.835,,12:14:53,0.0721636,2018-09-25,,,,,RT,A2-11RT-H7,,,H7,,,,,,,,,,,,,,,,,
57,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.459,,12:16:06,0.7815116,2018-09-25,,,,,SO,A2-11SO-H4,,,H4,,,,,,,,,,,,,,,,,
58,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.872,,12:17:28,1.69E-02,2018-09-25,,,,,SO,A2-11SO-E3,,,E3,,,,,,,,,,,,,,,,,
59,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.554,,12:18:36,0.1374117,2018-09-25,,,,,SO,A2-11SO-B3,,,B3,,,,,,,,,,,,,,,,,
60,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.652,,12:19:50,4.55E-02,2018-09-25,,,,,RT,A2-11RT-D4,,,D4,,,,,,,,,,,,,,,,,
61,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,4.711,,12:20:58,0.0533243,2018-09-25,,,,,SO,A2-11SO-C4,,,C4,,,,,,,,,,,,,,,,,
62,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.722,,12:22:25,9.92E-02,2018-09-25,,,,,SO,A2-11SO-G1,,,G1,,,,,,,,,,,,,,,,,
63,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.110,,12:23:39,8.73E-02,2018-09-25,,,,,SO,A2-11SO-G6,,,G6,,,,,,,,,,,,,,,,,
64,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.671,,12:24:56,0.1171796,2018-09-25,,,,,RT,A2-11RT-D1,,,D1,,,,,,,,,,,,,,,,,
65,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,2.508,,12:26:07,9.21E-03,2018-09-25,,,,,RT,A2-11RT-D6,,,D6,,,,,,,,,,,,,,,,,
66,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.104,,12:27:10,4.33E-02,2018-09-25,,,,,RT,A2-11RT-F3,2018-10-07,27,F3,wasp,,9,1,12:35,2018-10-16,12:55,,,,,,,,,,
67,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,1.668,,12:28:23,1.07E-02,2018-09-25,,,,,RT,A2-11RT-E11,,,E11,,,,,,,,,,,,,,,,,
68,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.431,,12:29:40,9.21E-02,2018-09-25,,,,,RT,A2-11RT-D11,,,D11,,,,,,,,,,,,,,,,,
69,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.198,,12:30:57,0.0385014,2018-09-25,,,,,RT,A2-11RT-D2,,,D2,,,,,,,,,,,,,,,,,
70,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.270,,12:31:55,0.0999918,2018-09-25,,,,,RT,A2-11RT-E5,,,E5,,,,,,,,,,,,,,,,,
71,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.112,,12:33:18,0.8596822,2018-09-25,,,,,SO,A2-11SO-D12,,,D12,,,,,,,,,,,,,,,,,
72,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,5.531,,12:34:47,0.6796167,2018-09-25,,,,,RT,A2-11RT-B6,,,B6,,,,,,,,,,,,,,,,,
73,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.870,,12:36:10,1.023324,2018-09-25,,,,,SO,A2-11SO-C1,,,C1,,,,,,,,,,,,,,,,,
74,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,6.505,,24:37:34,4.80E-02,2018-09-25,,,,,RT,A2-11RT-C12,,,C12,,,,,,,,,,,,,,,,,
75,white,OG,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,7.837,,12:38:48,0.1075064,2018-09-25,,,,,RT,A2-11RT-F9,2018-11-07,58,F9,fly,2018-11-07,25,2,13:09,2018-11-17,20:20,,6,12,2018-11-17,20:20,2019-01-03,20:00,,2019-01-03,0
76,white,Blank,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,,,12:40:09,5.07E-03,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,
77,white,Blank,,,,2018-08-29,,2018-09-10,11,Apple,7000,,,,,,,,10:48,12:41:00,5.89E-03,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,OG,,,,2018-08-29,,2018-09-10,11,Apple,,,,,,,,,,,,2018-09-25,,,,,RT,A2-11RT-D3,2018-11-11,62,D3,fly,2018-11-11,29,1,12:35,2018-11-26,20:30,,6,22,2018-11-26,20:30,,,,,
51,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,3.649,15:27,10:33:43,0.6563749,2018-09-26,,,,,RT,A2-12RT-B7,2018-10-15,34,B7,fly,,3,2,14:25,2018-10-24,19:00,stuck in cotton,,,,,,,,2018-10-24,1
52,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,6.583,,10:35:08,0.870415,2018-09-26,,,,,RT,A2-12RT-D4,,,D4,,,,,,,,,,,,,,,,,
53,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.133,,10:36:28,6.15E-02,2018-09-26,,,,,SO,A2-12SO-G9,,,G9,,,,,,,,,,,,,,,,,
54,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,9.237,,10:37:31,0.1572976,2018-09-26,,,,,RT,A2-12RT-C9,,,C9,,,,,,,,,,,,,,,,,
55,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,4.618,,10:38:40,0.8688384,2018-09-26,,,,,RT,A2-12RT-A12,2018-10-12,31,A12,fly,,23,2,11:50,2018-10-18,19:40,really weak/squished,,,,,,,,2018-10-18,0
56,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,4.745,,10:39:59,0.7127407,2018-09-26,,,,,SO,A2-12SO-H11,,,H11,,,,,,,,,,,,,,,,,
57,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,8.838,,10:41:19,0.1691793,2018-09-26,,,,,RT,A2-12RT-A6,,,A6,,,,,,,,,,,,,,,,,
58,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,7.501,,10:42:28,0.1483068,2018-09-26,,,,,RT,A2-12RT-D7,,,D7,,,,,,,,,,,,,,,,,
59,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,4.755,,10:44:03,0.8790894,2018-09-26,,,,,RT,A2-12RT-C1,2018-10-12,31,C1,fly,,26,2,11:50,2018-10-18,19:40,,,,,,,,,2018-10-18,0
60,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,6.260,,10:45:26,7.19E-02,2018-09-26,,,,,RT,A2-12RT-F7,,,F7,,,,,,,,,,,,,,,,,
61,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.804,,10:46:43,5.91E-02,2018-09-26,,,,,RT,A2-12RT-B6,2018-11-13,63,B6,fly,2018-11-14,1,1,12:10,2018-11-26,20:30,,4,26,2018-11-26,20:40,,,,,
62,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,2.697,,10:47:48,1.81E-02,2018-09-26,,,,,SO,A2-12SO-E6,,,E6,,,,,,,,,,,,,,,,,
63,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,6.078,,10:49:13,6.60E-02,2018-09-26,,,,,SO,A2-12SO-H12,,,H12,,,,,,,,,,,,,,,,,
64,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,6.216,,10:50:23,9.85E-02,2018-09-26,,,,,SO,A2-12SO-E10,,,E10,,,,,,,,,,,,,,,,,
65,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,8.425,,10:51:26,0.1144259,2018-09-26,,,,,RT,A2-12RT-G4,,,G4,,,,,,,,,,,,,,,,,
66,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,6.736,,10:52:54,1.207115,2018-09-26,,,,,SO,A2-12SO-F5,,,F5,,,,,,,,,,,,,,,,,
67,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.371,,10:54:28,0.8465732,2018-09-26,,,,,RT,A2-12RT-G5,2018-10-12,31,G5,fly,,30,2,11:50,2018-10-16,12:55,,,,,,,,,,
68,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,6.021,,10:55:47,0.1779581,2018-09-26,,,,,SO,A2-12SO-H1,,,H1,,,,,,,,,,,,,,,,,
69,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.983,,10:57:22,0.8636769,2018-09-26,,,,,RT,A2-12RT-G7,2018-10-12,31,G7,fly,,17,2,11:50,2018-10-18,19:50,,7,27,2018-10-18,19:50,2019-01-03,20:00,,2019-01-03,0
70,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.571,,10:58:40,0.24387,2018-09-26,,,,,SO,A2-12SO-E2,,,E2,,,,,,,,,,,,,,,,,
71,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,4.901,,11:00:04,0.7137259,2018-09-26,,,,,SO,A2-12SO-E4,,,E4,,,,,,,,,,,,,,,,,
72,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.613,,11:01:22,7.49E-02,2018-09-26,,,,,SO,A2-12SO-H5,,,H5,,,,,,,,,,,,,,,,,
73,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,5.602,,11:02:33,0.7082899,2018-09-26,,,,,RT,A2-12RT-A8,2018-10-29,46,A8,fly,2018-11-06,9,1,12:35,2018-12-12,10:00,,,,,,,,,2018-12-12,0
74,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,4.969,,11:03:56,0.0778161,2018-09-26,,,,,SO,A2-12SO-C3,,,C3,,,,,,,,,,,,,,,,,
75,orange,OG,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,4.350,,11:05:15,7.26E-02,2018-09-26,,,,,RT,A2-12RT-A2,,,A2,,,,,,,,,,,,,,,,,
76,orange,Blank,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,,,,,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,
77,orange,Blank,,,,2018-08-29,,2018-09-11,12,Apple,6262,,,,,,,,15:33,11:07:48,1.59E-02,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,
51,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,8.918,15:33,10:33:43,0.0500132,2018-09-26,,,,,SO,A2-12SO-F11,,,F11,,,,,,,,,,,,,,,,,
52,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,2.980,,10:35:08,0.6449981,2018-09-26,,,,,RT,A2-12RT-B10,,,B10,,,,,,,,,,,,,,,,,
53,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,6.118,,10:36:28,0.1015209,2018-09-26,,,,,SO,A2-12SO-G7,,,G7,,,,,,,,,,,,,,,,,
54,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,7.123,,10:37:31,2.03E-02,2018-09-26,,,,,SO,A2-12SO-D3,,,D3,,,,,,,,,,,,,,,,,
55,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,5.912,,10:38:40,0.2236109,2018-09-26,,,,,SO,A2-12SO-D2,,,D2,,,,,,,,,,,,,,,,,
56,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,5.605,,10:39:59,3.29E-02,2018-09-26,,,,,RT,A2-12RT-F6,,,F6,,,,,,,,,,,,,,,,,
57,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,3.935,,10:41:19,3.44E-02,2018-09-26,,,,,SO,A2-12SO-F1,,,F1,,,,,,,,,,,,,,,,,
58,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,5.160,,10:42:28,6.89E-02,2018-09-26,,,,,SO,A2-12SO-E5,,,E5,,,,,,,,,,,,,,,,,
59,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,6.521,,10:44:03,0.713595,2018-09-26,,,,,SO,A2-12SO-H2,,,H2,,,,,,,,,,,,,,,,,
60,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,6.854,,10:45:26,0.5778998,2018-09-26,,,,,SO,A2-12SO-H6,,,H6,,,,,,,,,,,,,,,,,
61,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,10.101,,10:46:43,8.39E-02,2018-09-26,,,,,RT,A2-12RT-E11,,,E11,,,,,,,,,,,,,,,,,
62,white,OG,,,,2018-08-29,,2018-09-11,12,Apple,7000,,,,,,,8.047,,10:47:48,0.8741758,2018-09-26,,,,,RT,A2-12RT-G8,2018-10-13,32,G8,,,18,6,13:50,2018-10-19,19:50,,7,22,2018-10-19,19:50,,,,,
