Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host
22,blue,Ferris,4.904,,2017-09-16,2017-09-06,14,Apple
23,blue,Ferris,8.356,,2017-09-16,2017-09-06,14,Apple
24,blue,Ferris,5.769,,2017-09-16,2017-09-06,14,Apple
25,blue,Grant,7.446,,2017-09-16,2017-09-06,14,Apple
26,blue,Blank,,,2017-09-16,2017-09-06,14,Apple
27,blue,Ferris,6.555,,2017-09-16,2017-09-06,14,Apple
28,blue,Grant,5.256,,2017-09-16,2017-09-06,14,Apple
29,blue,Grant,6.658,,2017-09-16,2017-09-06,14,Apple
30,blue,Ferris,6.339,,2017-09-16,2017-09-06,14,Apple
31,blue,Grant,7.455,,2017-09-16,2017-09-06,14,Apple
32,blue,Ferris,8.621,,2017-09-16,2017-09-06,14,Apple
33,blue,Grant,8.864,,2017-09-16,2017-09-06,14,Apple
34,blue,Grant,10.659,,2017-09-16,2017-09-06,14,Apple
35,blue,Grant,5.858,,2017-09-16,2017-09-06,14,Apple
36,blue,Grant,5.728,,2017-09-16,2017-09-06,14,Apple
37,blue,Ferris,9.025,,2017-09-16,2017-09-06,14,Apple
38,blue,Grant,6.999,,2017-09-16,2017-09-06,14,Apple
39,blue,Grant,10.553,,2017-09-16,2017-09-06,14,Apple
40,blue,Grant,6.568,,2017-09-16,2017-09-06,14,Apple
41,blue,Grant,3.868,,2017-09-16,2017-09-06,14,Apple
42,blue,Grant,5.039,,2017-09-16,2017-09-06,14,Apple
43,blue,Grant,8.289,,2017-09-16,2017-09-06,14,Apple
44,blue,Ferris,6.308,,2017-09-16,2017-09-06,14,Apple
45,blue,Grant,8.337,,2017-09-16,2017-09-06,14,Apple
46,blue,Grant,7.808,,2017-09-16,2017-09-06,14,Apple
47,blue,Ferris,6.03,,2017-09-16,2017-09-06,14,Apple
48,blue,Ferris,7.013,,2017-09-16,2017-09-06,14,Apple
49,blue,Grant,6.571,,2017-09-16,2017-09-06,14,Apple
50,blue,Ferris,3.949,,2017-09-16,2017-09-06,14,Apple
51,blue,Grant,7.765,,2017-09-16,2017-09-06,14,Apple
52,blue,Ferris,6.058,,2017-09-16,2017-09-06,14,Apple
53,blue,Ferris,8.619,,2017-09-16,2017-09-06,14,Apple
54,blue,Grant,5.995,,2017-09-16,2017-09-06,14,Apple
55,blue,Grant,9.264,,2017-09-16,2017-09-06,14,Apple
56,blue,Grant,7.451,,2017-09-16,2017-09-06,14,Apple
57,blue,Ferris,9.319,,2017-09-16,2017-09-06,14,Apple
58,blue,Grant,6.593,,2017-09-16,2017-09-06,14,Apple
59,blue,Blank,,,2017-09-16,2017-09-06,14,Apple
60,blue,Grant,5.995,,2017-09-16,2017-09-06,14,Apple
61,blue,Grant,3.118,,2017-09-16,2017-09-06,14,Apple
65,blue,Ferris,7.518,,2017-09-16,2017-09-06,14,Apple
70,blue,Ferris,9.014,17:27,2017-09-16,2017-09-06,14,Apple
