Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host,uniqueID,rando_assign,wellID
28,white,MSU,4.794,,9/16/18,10/2/18,9/22/18,2,Haw,a2w28_18,Simulated Overwintering,E1
29,white,MSU,7.199,,9/16/18,10/2/18,9/22/18,2,Haw,a2w29_18,RT eclosion,C10
30,white,MSU,9.056,,9/16/18,10/2/18,9/22/18,2,Haw,a2w30_18,Simulated Overwintering,G1
31,white,MSU,8.978,,9/16/18,10/2/18,9/22/18,2,Haw,a2w31_18,RT eclosion,H6
32,white,MSU,11.093,,9/16/18,10/2/18,9/22/18,2,Haw,a2w32_18,RT eclosion,F7
33,white,MSU,8.93,,9/16/18,10/2/18,9/22/18,2,Haw,a2w33_18,RT eclosion,F3
34,white,MSU,10.062,,9/16/18,10/2/18,9/22/18,2,Haw,a2w34_18,Simulated Overwintering,E11
35,white,MSU,10.191,,9/16/18,10/2/18,9/22/18,2,Haw,a2w35_18,genetic control,
36,white,MSU,7.639,,9/16/18,10/2/18,9/22/18,2,Haw,a2w36_18,Simulated Overwintering,E3
37,white,MSU,9.722,,9/16/18,10/2/18,9/22/18,2,Haw,a2w37_18,Simulated Overwintering,E12
38,white,MSU,11.29,,9/16/18,10/2/18,9/22/18,2,Haw,a2w38_18,genetic control,
39,white,MSU,4.452,,9/16/18,10/2/18,9/22/18,2,Haw,a2w39_18,genetic control,
40,white,MSU,6.748,,9/16/18,10/2/18,9/22/18,2,Haw,a2w40_18,RT eclosion,E1
41,white,MSU,6.783,,9/16/18,10/2/18,9/22/18,2,Haw,a2w41_18,genetic control,
42,white,MSU,6.712,,9/16/18,10/2/18,9/22/18,2,Haw,a2w42_18,Simulated Overwintering,B12
43,white,MSU,6.981,,9/16/18,10/2/18,9/22/18,2,Haw,a2w43_18,Simulated Overwintering,D6
44,white,MSU,9.536,,9/16/18,10/2/18,9/22/18,2,Haw,a2w44_18,Simulated Overwintering,G4
45,white,MSU,7.991,,9/16/18,10/2/18,9/22/18,2,Haw,a2w45_18,Simulated Overwintering,C1
46,white,Blank,NA,,9/16/18,10/2/18,9/22/18,2,Haw,,,
47,white,Blank,NA,16:48,9/16/18,10/2/18,9/22/18,2,Haw,,,
