Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host,uniqueID,rando_assign,wellID
31,white,MSU,8.284,,9/16/18,10/5/18,9/25/18,5,Haw,h5w31_18,genetic control,
32,white,MSU,6.073,,9/16/18,10/5/18,9/25/18,5,Haw,h5w32_18,genetic control,
33,white,MSU,6.935,,9/16/18,10/5/18,9/25/18,5,Haw,h5w33_18,Simulated Overwintering,F8
34,white,MSU,9.936,,9/16/18,10/5/18,9/25/18,5,Haw,h5w34_18,Simulated Overwintering,D10
35,white,MSU,10.661,,9/16/18,10/5/18,9/25/18,5,Haw,h5w35_18,RT eclosion,A12
36,white,MSU,2.316,,9/16/18,10/5/18,9/25/18,5,Haw,h5w36_18,genetic control,
37,white,MSU,10.102,,9/16/18,10/5/18,9/25/18,5,Haw,h5w37_18,Simulated Overwintering,B3
38,white,MSU,9.258,,9/16/18,10/5/18,9/25/18,5,Haw,h5w38_18,Simulated Overwintering,B9
39,white,MSU,3.294,,9/16/18,10/5/18,9/25/18,5,Haw,h5w39_18,Simulated Overwintering,E8
40,white,MSU,11.872,,9/16/18,10/5/18,9/25/18,5,Haw,h5w40_18,RT eclosion,A9
41,white,MSU,8.458,,9/16/18,10/5/18,9/25/18,5,Haw,h5w41_18,genetic control,
42,white,MSU,9.14,,9/16/18,10/5/18,9/25/18,5,Haw,h5w42_18,genetic control,
43,white,MSU,8.634,,9/16/18,10/5/18,9/25/18,5,Haw,h5w43_18,Simulated Overwintering,C2
44,white,MSU,5.097,,9/16/18,10/5/18,9/25/18,5,Haw,h5w44_18,RT eclosion,B9
45,white,MSU,9.118,,9/16/18,10/5/18,9/25/18,5,Haw,h5w45_18,RT eclosion,C10
46,white,Blank,NA,,9/16/18,10/5/18,9/25/18,5,Haw,,,
47,white,Blank,NA,9:53,9/16/18,10/5/18,9/25/18,5,Haw,,,
1,blue,MSU,8.805,9:53,9/16/18,10/5/18,9/25/18,5,Haw,h5b1_18,RT eclosion,G3
2,blue,MSU,5.02,,9/16/18,10/5/18,9/25/18,5,Haw,h5b2_18,RT eclosion,A4
3,blue,MSU,9.414,,9/16/18,10/5/18,9/25/18,5,Haw,h5b3_18,Simulated Overwintering,B10
4,blue,MSU,4.699,,9/16/18,10/5/18,9/25/18,5,Haw,h5b4_18,Simulated Overwintering,G4
5,blue,MSU,9.066,,9/16/18,10/5/18,9/25/18,5,Haw,h5b5_18,genetic control,
6,blue,MSU,6.981,,9/16/18,10/5/18,9/25/18,5,Haw,h5b6_18,Simulated Overwintering,B4
7,blue,MSU,5.022,,9/16/18,10/5/18,9/25/18,5,Haw,h5b7_18,RT eclosion,D4
8,blue,MSU,8.951,,9/16/18,10/5/18,9/25/18,5,Haw,h5b8_18,RT eclosion,F11
9,blue,MSU,4.874,,9/16/18,10/5/18,9/25/18,5,Haw,h5b9_18,genetic control,
10,blue,MSU,4.824,,9/16/18,10/5/18,9/25/18,5,Haw,h5b10_18,RT eclosion,G6
11,blue,MSU,6.521,,9/16/18,10/5/18,9/25/18,5,Haw,h5b11_18,Simulated Overwintering,H12
12,blue,MSU,3.359,,9/16/18,10/5/18,9/25/18,5,Haw,h5b12_18,RT eclosion,E3
13,blue,MSU,9.84,,9/16/18,10/5/18,9/25/18,5,Haw,h5b13_18,Simulated Overwintering,A8
14,blue,MSU,8.217,,9/16/18,10/5/18,9/25/18,5,Haw,h5b14_18,genetic control,
15,blue,MSU,4.468,,9/16/18,10/5/18,9/25/18,5,Haw,h5b15_18,Simulated Overwintering,B5
16,blue,MSU,9.994,,9/16/18,10/5/18,9/25/18,5,Haw,h5b16_18,RT eclosion,H4
17,blue,MSU,5.512,,9/16/18,10/5/18,9/25/18,5,Haw,h5b17_18,Simulated Overwintering,D9
18,blue,MSU,7.566,,9/16/18,10/5/18,9/25/18,5,Haw,h5b18_18,Simulated Overwintering,C12
19,blue,MSU,10.922,,9/16/18,10/5/18,9/25/18,5,Haw,h5b19_18,genetic control,
20,blue,MSU,8.025,,9/16/18,10/5/18,9/25/18,5,Haw,h5b20_18,genetic control,
21,blue,MSU,10.682,,9/16/18,10/5/18,9/25/18,5,Haw,h5b21_18,RT eclosion,B1
22,blue,MSU,4.369,,9/16/18,10/5/18,9/25/18,5,Haw,h5b22_18,RT eclosion,F12
23,blue,MSU,11.01,,9/16/18,10/5/18,9/25/18,5,Haw,h5b23_18,Simulated Overwintering,E1
24,blue,MSU,6.79,,9/16/18,10/5/18,9/25/18,5,Haw,h5b24_18,RT eclosion,C4
25,blue,MSU,4.775,,9/16/18,10/5/18,9/25/18,5,Haw,h5b25_18,RT eclosion,A5
26,blue,MSU,11.52,,9/16/18,10/5/18,9/25/18,5,Haw,h5b26_18,RT eclosion,G5
27,blue,MSU,5.967,,9/16/18,10/5/18,9/25/18,5,Haw,h5b27_18,genetic control,
28,blue,MSU,4.217,,9/16/18,10/5/18,9/25/18,5,Haw,h5b28_18,Simulated Overwintering,H1
29,blue,MSU,8.058,,9/16/18,10/5/18,9/25/18,5,Haw,h5b29_18,Simulated Overwintering,E7
30,blue,MSU,7.086,,9/16/18,10/5/18,9/25/18,5,Haw,h5b30_18,genetic control,
31,blue,MSU,9.606,,9/16/18,10/5/18,9/25/18,5,Haw,h5b31_18,RT eclosion,B4
32,blue,MSU,10.742,,9/16/18,10/5/18,9/25/18,5,Haw,h5b32_18,genetic control,
33,blue,MSU,2.91,,9/16/18,10/5/18,9/25/18,5,Haw,h5b33_18,Simulated Overwintering,C1
34,blue,MSU,8.887,,9/16/18,10/5/18,9/25/18,5,Haw,h5b34_18,Simulated Overwintering,G8
35,blue,MSU,6.619,,9/16/18,10/5/18,9/25/18,5,Haw,h5b35_18,Simulated Overwintering,B7
36,blue,MSU,3.8,,9/16/18,10/5/18,9/25/18,5,Haw,h5b36_18,RT eclosion,D11
37,blue,MSU,4.182,,9/16/18,10/5/18,9/25/18,5,Haw,h5b37_18,RT eclosion,F4
38,blue,MSU,6.726,,9/16/18,10/5/18,9/25/18,5,Haw,h5b38_18,Simulated Overwintering,D11
39,blue,MSU,4.943,,9/16/18,10/5/18,9/25/18,5,Haw,h5b39_18,RT eclosion,C11
40,blue,MSU,9.917,,9/16/18,10/5/18,9/25/18,5,Haw,h5b40_18,Simulated Overwintering,C3
41,blue,MSU,4.096,,9/16/18,10/5/18,9/25/18,5,Haw,h5b41_18,RT eclosion,H6
42,blue,MSU,10.414,,9/16/18,10/5/18,9/25/18,5,Haw,h5b42_18,genetic control,
43,blue,MSU,4.739,,9/16/18,10/5/18,9/25/18,5,Haw,h5b43_18,Simulated Overwintering,D7
44,blue,MSU,11.027,,9/16/18,10/5/18,9/25/18,5,Haw,h5b44_18,Simulated Overwintering,H8
45,blue,MSU,7.447,,9/16/18,10/5/18,9/25/18,5,Haw,h5b45_18,Simulated Overwintering,F7
46,blue,Blank,NA,,9/16/18,10/5/18,9/25/18,5,Haw,,,
47,blue,Blank,NA,10:04,9/16/18,10/5/18,9/25/18,5,Haw,,,
