Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host
1,white,MSU,6.506,12:51,2018-09-16,2018-10-03,2018-09-23,3,Haw
2,white,MSU,7.164,,2018-09-16,2018-10-03,2018-09-23,3,Haw
3,white,MSU,7.396,,2018-09-16,2018-10-03,2018-09-23,3,Haw
4,white,MSU,6.747,,2018-09-16,2018-10-03,2018-09-23,3,Haw
5,white,MSU,9.362,,2018-09-16,2018-10-03,2018-09-23,3,Haw
6,white,MSU,5.052,,2018-09-16,2018-10-03,2018-09-23,3,Haw
7,white,MSU,7.812,,2018-09-16,2018-10-03,2018-09-23,3,Haw
8,white,MSU,11.163,,2018-09-16,2018-10-03,2018-09-23,3,Haw
9,white,MSU,7.05,,2018-09-16,2018-10-03,2018-09-23,3,Haw
10,white,MSU,6.819,,2018-09-16,2018-10-03,2018-09-23,3,Haw
11,white,MSU,7.01,,2018-09-16,2018-10-03,2018-09-23,3,Haw
12,white,MSU,8.435,,2018-09-16,2018-10-03,2018-09-23,3,Haw
13,white,MSU,6.118,,2018-09-16,2018-10-03,2018-09-23,3,Haw
14,white,MSU,7.112,,2018-09-16,2018-10-03,2018-09-23,3,Haw
15,white,MSU,7.312,,2018-09-16,2018-10-03,2018-09-23,3,Haw
16,white,MSU,7.031,,2018-09-16,2018-10-03,2018-09-23,3,Haw
17,white,MSU,6.664,,2018-09-16,2018-10-03,2018-09-23,3,Haw
18,white,MSU,10.979,,2018-09-16,2018-10-03,2018-09-23,3,Haw
19,white,MSU,12.342,,2018-09-16,2018-10-03,2018-09-23,3,Haw
20,white,MSU,9.074,,2018-09-16,2018-10-03,2018-09-23,3,Haw
21,white,MSU,8.879,,2018-09-16,2018-10-03,2018-09-23,3,Haw
22,white,MSU,11.736,,2018-09-16,2018-10-03,2018-09-23,3,Haw
23,white,MSU,6.098,,2018-09-16,2018-10-03,2018-09-23,3,Haw
24,white,MSU,9.763,,2018-09-16,2018-10-03,2018-09-23,3,Haw
25,white,MSU,12.084,,2018-09-16,2018-10-03,2018-09-23,3,Haw
26,white,MSU,10.495,,2018-09-16,2018-10-03,2018-09-23,3,Haw
27,white,MSU,10.481,,2018-09-16,2018-10-03,2018-09-23,3,Haw
28,white,MSU,8.594,,2018-09-16,2018-10-03,2018-09-23,3,Haw
29,white,MSU,9.949,,2018-09-16,2018-10-03,2018-09-23,3,Haw
30,white,MSU,10.376,,2018-09-16,2018-10-03,2018-09-23,3,Haw
31,white,MSU,8.701,,2018-09-16,2018-10-03,2018-09-23,3,Haw
32,white,MSU,4.828,,2018-09-16,2018-10-03,2018-09-23,3,Haw
33,white,MSU,5.817,,2018-09-16,2018-10-03,2018-09-23,3,Haw
34,white,MSU,10.479,,2018-09-16,2018-10-03,2018-09-23,3,Haw
35,white,MSU,7.758,,2018-09-16,2018-10-03,2018-09-23,3,Haw
36,white,MSU,10.408,,2018-09-16,2018-10-03,2018-09-23,3,Haw
37,white,MSU,7.277,,2018-09-16,2018-10-03,2018-09-23,3,Haw
38,white,MSU,9.178,,2018-09-16,2018-10-03,2018-09-23,3,Haw
39,white,MSU,6.03,,2018-09-16,2018-10-03,2018-09-23,3,Haw
40,white,MSU,7.592,,2018-09-16,2018-10-03,2018-09-23,3,Haw
41,white,MSU,11.43,,2018-09-16,2018-10-03,2018-09-23,3,Haw
42,white,MSU,6.995,,2018-09-16,2018-10-03,2018-09-23,3,Haw
43,white,MSU,8.673,,2018-09-16,2018-10-03,2018-09-23,3,Haw
44,white,MSU,9.642,,2018-09-16,2018-10-03,2018-09-23,3,Haw
45,white,MSU,6.944,,2018-09-16,2018-10-03,2018-09-23,3,Haw
46,white,Blank,,,2018-09-16,2018-10-03,2018-09-23,3,Haw
47,white,Blank,,13:01,2018-09-16,2018-10-03,2018-09-23,3,Haw
