Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host
42,orange,OG,3.864,,2018-08-29,2018-09-21,2018-09-11,12,Apple
43,orange,OG,4.041,,2018-08-29,2018-09-21,2018-09-11,12,Apple
44,orange,OG,5.596,,2018-08-29,2018-09-21,2018-09-11,12,Apple
46,orange,Blank,,,2018-08-29,2018-09-21,2018-09-11,12,Apple
47,orange,Blank,,15:21,2018-08-29,2018-09-21,2018-09-11,12,Apple
1,white,MSU,8.547,14:55,2018-08-29,2018-09-21,2018-09-11,12,Apple
2,white,Ferris,6.924,,2018-08-29,2018-09-21,2018-09-11,12,Apple
3,white,MSU,5.209,,2018-08-29,2018-09-21,2018-09-11,12,Apple
4,white,MSU,6.301,,2018-08-29,2018-09-21,2018-09-11,12,Apple
5,white,MSU,9.788,,2018-08-29,2018-09-21,2018-09-11,12,Apple
6,white,OG,6.85,,2018-08-29,2018-09-21,2018-09-11,12,Apple
7,white,OG,5.775,,2018-08-29,2018-09-21,2018-09-11,12,Apple
8,white,MSU,3.562,,2018-08-29,2018-09-21,2018-09-11,12,Apple
9,white,OG,5.144,,2018-08-29,2018-09-21,2018-09-11,12,Apple
10,white,,5.12,,2018-08-29,2018-09-21,2018-09-11,12,Apple
11,white,MSU,6.736,,2018-08-29,2018-09-21,2018-09-11,12,Apple
12,white,MSU,10.658,,2018-08-29,2018-09-21,2018-09-11,12,Apple
13,white,Ferris,6.982,,2018-08-29,2018-09-21,2018-09-11,12,Apple
14,white,OG,7.726,,2018-08-29,2018-09-21,2018-09-11,12,Apple
15,white,MSU,11.287,,2018-08-29,2018-09-21,2018-09-11,12,Apple
16,white,OG,4.548,,2018-08-29,2018-09-21,2018-09-11,12,Apple
17,white,MSU,6.619,,2018-08-29,2018-09-21,2018-09-11,12,Apple
18,white,MSU,8.485,,2018-08-29,2018-09-21,2018-09-11,12,Apple
19,white,OG,6.774,,2018-08-29,2018-09-21,2018-09-11,12,Apple
20,white,OG,3.557,,2018-08-29,2018-09-21,2018-09-11,12,Apple
21,white,OG,9.332,,2018-08-29,2018-09-21,2018-09-11,12,Apple
22,white,Ferris,5.109,,2018-08-29,2018-09-21,2018-09-11,12,Apple
23,white,MSU,9.209,,2018-08-29,2018-09-21,2018-09-11,12,Apple
24,white,MSU,6.59,,2018-08-29,2018-09-21,2018-09-11,12,Apple
25,white,MSU,9.207,,2018-08-29,2018-09-21,2018-09-11,12,Apple
26,white,MSU,9.74,,2018-08-29,2018-09-21,2018-09-11,12,Apple
27,white,OG,7.04,,2018-08-29,2018-09-21,2018-09-11,12,Apple
28,white,MSU,5.22,,2018-08-29,2018-09-21,2018-09-11,12,Apple
29,white,OG,4.647,,2018-08-29,2018-09-21,2018-09-11,12,Apple
30,white,OG,8.48,,2018-08-29,2018-09-21,2018-09-11,12,Apple
31,white,OG,6.677,,2018-08-29,2018-09-21,2018-09-11,12,Apple
32,white,MSU,6.696,,2018-08-29,2018-09-21,2018-09-11,12,Apple
33,white,OG,9.285,,2018-08-29,2018-09-21,2018-09-11,12,Apple
34,white,OG,6.603,,2018-08-29,2018-09-21,2018-09-11,12,Apple
35,white,OG,4.785,,2018-08-29,2018-09-21,2018-09-11,12,Apple
36,white,MSU,7.346,,2018-08-29,2018-09-21,2018-09-11,12,Apple
37,white,MSU,9.234,,2018-08-29,2018-09-21,2018-09-11,12,Apple
38,white,OG,7.44,,2018-08-29,2018-09-21,2018-09-11,12,Apple
39,white,OG,4.755,,2018-08-29,2018-09-21,2018-09-11,12,Apple
40,white,MSU,3.321,,2018-08-29,2018-09-21,2018-09-11,12,Apple
41,white,OG,10.072,,2018-08-29,2018-09-21,2018-09-11,12,Apple
42,white,OG,7.777,,2018-08-29,2018-09-21,2018-09-11,12,Apple
43,white,MSU,6.66,,2018-08-29,2018-09-21,2018-09-11,12,Apple
44,white,OG,7.269,,2018-08-29,2018-09-21,2018-09-11,12,Apple
45,white,OG,10.558,,2018-08-29,2018-09-21,2018-09-11,12,Apple
46,white,Blank,,,2018-08-29,2018-09-21,2018-09-11,12,Apple
47,white,Blank,,15:04,2018-08-29,2018-09-21,2018-09-11,12,Apple
