Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host
29,white,MSU,8.518,,2018-09-16,2018-10-05,2018-09-25,5,Haw
30,white,MSU,9.972,,2018-09-16,2018-10-05,2018-09-25,5,Haw
31,white,MSU,8.284,,2018-09-16,2018-10-05,2018-09-25,5,Haw
32,white,MSU,6.073,,2018-09-16,2018-10-05,2018-09-25,5,Haw
33,white,MSU,6.935,,2018-09-16,2018-10-05,2018-09-25,5,Haw
34,white,MSU,9.936,,2018-09-16,2018-10-05,2018-09-25,5,Haw
35,white,MSU,10.661,,2018-09-16,2018-10-05,2018-09-25,5,Haw
36,white,MSU,2.316,,2018-09-16,2018-10-05,2018-09-25,5,Haw
37,white,MSU,10.102,,2018-09-16,2018-10-05,2018-09-25,5,Haw
38,white,MSU,9.258,,2018-09-16,2018-10-05,2018-09-25,5,Haw
39,white,MSU,3.294,,2018-09-16,2018-10-05,2018-09-25,5,Haw
40,white,MSU,11.872,,2018-09-16,2018-10-05,2018-09-25,5,Haw
41,white,MSU,8.458,,2018-09-16,2018-10-05,2018-09-25,5,Haw
42,white,MSU,9.14,,2018-09-16,2018-10-05,2018-09-25,5,Haw
43,white,MSU,8.634,,2018-09-16,2018-10-05,2018-09-25,5,Haw
44,white,MSU,5.097,,2018-09-16,2018-10-05,2018-09-25,5,Haw
45,white,MSU,9.118,,2018-09-16,2018-10-05,2018-09-25,5,Haw
46,white,Blank,,,2018-09-16,2018-10-05,2018-09-25,5,Haw
47,white,Blank,,9:53,2018-09-16,2018-10-05,2018-09-25,5,Haw
1,blue,MSU,8.805,9:53,2018-09-16,2018-10-05,2018-09-25,5,Haw
2,blue,MSU,5.02,,2018-09-16,2018-10-05,2018-09-25,5,Haw
3,blue,MSU,9.414,,2018-09-16,2018-10-05,2018-09-25,5,Haw
4,blue,MSU,4.699,,2018-09-16,2018-10-05,2018-09-25,5,Haw
5,blue,MSU,9.066,,2018-09-16,2018-10-05,2018-09-25,5,Haw
6,blue,MSU,6.981,,2018-09-16,2018-10-05,2018-09-25,5,Haw
7,blue,MSU,5.022,,2018-09-16,2018-10-05,2018-09-25,5,Haw
8,blue,MSU,8.951,,2018-09-16,2018-10-05,2018-09-25,5,Haw
9,blue,MSU,4.874,,2018-09-16,2018-10-05,2018-09-25,5,Haw
10,blue,MSU,4.824,,2018-09-16,2018-10-05,2018-09-25,5,Haw
11,blue,MSU,6.521,,2018-09-16,2018-10-05,2018-09-25,5,Haw
12,blue,MSU,3.359,,2018-09-16,2018-10-05,2018-09-25,5,Haw
13,blue,MSU,9.84,,2018-09-16,2018-10-05,2018-09-25,5,Haw
14,blue,MSU,8.217,,2018-09-16,2018-10-05,2018-09-25,5,Haw
15,blue,MSU,4.468,,2018-09-16,2018-10-05,2018-09-25,5,Haw
16,blue,MSU,9.994,,2018-09-16,2018-10-05,2018-09-25,5,Haw
17,blue,MSU,5.512,,2018-09-16,2018-10-05,2018-09-25,5,Haw
18,blue,MSU,7.566,,2018-09-16,2018-10-05,2018-09-25,5,Haw
19,blue,MSU,10.922,,2018-09-16,2018-10-05,2018-09-25,5,Haw
20,blue,MSU,8.025,,2018-09-16,2018-10-05,2018-09-25,5,Haw
21,blue,MSU,10.682,,2018-09-16,2018-10-05,2018-09-25,5,Haw
22,blue,MSU,4.369,,2018-09-16,2018-10-05,2018-09-25,5,Haw
23,blue,MSU,11.01,,2018-09-16,2018-10-05,2018-09-25,5,Haw
24,blue,MSU,6.79,,2018-09-16,2018-10-05,2018-09-25,5,Haw
25,blue,MSU,4.775,,2018-09-16,2018-10-05,2018-09-25,5,Haw
26,blue,MSU,11.52,,2018-09-16,2018-10-05,2018-09-25,5,Haw
27,blue,MSU,5.967,,2018-09-16,2018-10-05,2018-09-25,5,Haw
28,blue,MSU,4.217,,2018-09-16,2018-10-05,2018-09-25,5,Haw
29,blue,MSU,8.058,,2018-09-16,2018-10-05,2018-09-25,5,Haw
30,blue,MSU,7.086,,2018-09-16,2018-10-05,2018-09-25,5,Haw
31,blue,MSU,9.606,,2018-09-16,2018-10-05,2018-09-25,5,Haw
32,blue,MSU,10.742,,2018-09-16,2018-10-05,2018-09-25,5,Haw
33,blue,MSU,2.91,,2018-09-16,2018-10-05,2018-09-25,5,Haw
34,blue,MSU,8.887,,2018-09-16,2018-10-05,2018-09-25,5,Haw
35,blue,MSU,6.619,,2018-09-16,2018-10-05,2018-09-25,5,Haw
36,blue,MSU,3.8,,2018-09-16,2018-10-05,2018-09-25,5,Haw
37,blue,MSU,4.182,,2018-09-16,2018-10-05,2018-09-25,5,Haw
38,blue,MSU,6.726,,2018-09-16,2018-10-05,2018-09-25,5,Haw
39,blue,MSU,4.943,,2018-09-16,2018-10-05,2018-09-25,5,Haw
40,blue,MSU,9.917,,2018-09-16,2018-10-05,2018-09-25,5,Haw
41,blue,MSU,4.096,,2018-09-16,2018-10-05,2018-09-25,5,Haw
42,blue,MSU,10.414,,2018-09-16,2018-10-05,2018-09-25,5,Haw
43,blue,MSU,4.739,,2018-09-16,2018-10-05,2018-09-25,5,Haw
44,blue,MSU,11.027,,2018-09-16,2018-10-05,2018-09-25,5,Haw
45,blue,MSU,7.447,,2018-09-16,2018-10-05,2018-09-25,5,Haw
46,blue,Blank,,,2018-09-16,2018-10-05,2018-09-25,5,Haw
47,blue,Blank,,10:04,2018-09-16,2018-10-05,2018-09-25,5,Haw
