Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host
13,orange,Grant,4.039,,2017-09-15,2017-09-05,13,Apple
14,orange,Ferris,6.445,,2017-09-15,2017-09-05,13,Apple
15,orange,Grant,5.82,,2017-09-15,2017-09-05,13,Apple
16,orange,Ferris,8.522,,2017-09-15,2017-09-05,13,Apple
17,orange,Grant,4.103,,2017-09-15,2017-09-05,13,Apple
18,orange,Grant,9.507,,2017-09-15,2017-09-05,13,Apple
19,orange,Ferris,5.697,,2017-09-15,2017-09-05,13,Apple
20,orange,Grant,6.544,,2017-09-15,2017-09-05,13,Apple
21,orange,Ferris,4.336,,2017-09-15,2017-09-05,13,Apple
22,orange,MSU,6.992,,2017-09-15,2017-09-05,13,Apple
23,orange,Grant,6.12,,2017-09-15,2017-09-05,13,Apple
24,orange,Grant,3.216,,2017-09-15,2017-09-05,13,Apple
25,orange,Ferris,4.065,,2017-09-15,2017-09-05,13,Apple
26,orange,Ferris,7.816,,2017-09-15,2017-09-05,13,Apple
27,orange,Grant,6.91,,2017-09-15,2017-09-05,13,Apple
28,orange,Milford,10.525,,2017-09-15,2017-09-05,13,Haw
29,orange,Grant,10.42,,2017-09-15,2017-09-05,13,Apple
30,orange,Grant,8.623,,2017-09-15,2017-09-05,13,Apple
31,orange,Milford,11.582,,2017-09-15,2017-09-05,13,Haw
32,orange,,,,2017-09-15,2017-09-05,13,Apple
33,orange,MSU,10.024,,2017-09-15,2017-09-05,13,Apple
34,orange,Ferris,6.754,,2017-09-15,2017-09-05,13,Apple
35,orange,Grant,6.938,,2017-09-15,2017-09-05,13,Apple
36,orange,Ferris,8.472,,2017-09-15,2017-09-05,13,Apple
37,orange,Grant,4.557,,2017-09-15,2017-09-05,13,Apple
38,orange,Grant,9.628,,2017-09-15,2017-09-05,13,Apple
39,orange,Grant,6.964,,2017-09-15,2017-09-05,13,Apple
40,orange,MSU,9.342,,2017-09-15,2017-09-05,13,Apple
41,orange,Grant,4.689,,2017-09-15,2017-09-05,13,Apple
42,orange,Ferris,6.987,,2017-09-15,2017-09-05,13,Apple
43,orange,Grant,8.71,,2017-09-15,2017-09-05,13,Apple
44,orange,Ferris,7.116,,2017-09-15,2017-09-05,13,Apple
45,orange,Grant,6.883,,2017-09-15,2017-09-05,13,Apple
46,orange,Ferris,9.083,,2017-09-15,2017-09-05,13,Apple
47,orange,Grant,8.997,,2017-09-15,2017-09-05,13,Apple
48,orange,Grant,6.079,,2017-09-15,2017-09-05,13,Apple
49,orange,Ferris,5.357,,2017-09-15,2017-09-05,13,Apple
50,orange,Ferris,7.919,,2017-09-15,2017-09-05,13,Apple
51,orange,Milford,8.275,,2017-09-15,2017-09-05,13,Haw
52,orange,Grant,7.582,,2017-09-15,2017-09-05,13,Apple
53,orange,Grant,8.477,,2017-09-15,2017-09-05,13,Apple
54,orange,Ferris,7.762,,2017-09-15,2017-09-05,13,Apple
55,orange,Grant,6.036,,2017-09-15,2017-09-05,13,Apple
56,orange,Grant,6.715,,2017-09-15,2017-09-05,13,Apple
57,orange,Ferris,4.239,,2017-09-15,2017-09-05,13,Apple
58,orange,Grant,6.084,,2017-09-15,2017-09-05,13,Apple
59,orange,Grant,7.505,,2017-09-15,2017-09-05,13,Apple
60,orange,Ferris,5.574,,2017-09-15,2017-09-05,13,Apple
61,orange,Blank,,,2017-09-15,2017-09-05,13,Apple
62,orange,Grant,5.799,,2017-09-15,2017-09-05,13,Apple
63,orange,Ferris,7.14,,2017-09-15,2017-09-05,13,Apple
64,orange,Blank,,,2017-09-15,2017-09-05,13,Apple
65,orange,Grant,8.053,,2017-09-15,2017-09-05,13,Apple
66,orange,Ferris,4.528,,2017-09-15,2017-09-05,13,Apple
67,orange,Grant,9.358,,2017-09-15,2017-09-05,13,Apple
68,orange,Grant,7.654,,2017-09-15,2017-09-05,13,Apple
69,orange,Milford,9.309,,2017-09-15,2017-09-05,13,Haw
70,orange,Grant,6.316,,2017-09-15,2017-09-05,13,Apple
71,orange,Grant,6.906,,2017-09-15,2017-09-05,13,Apple
72,orange,Ferris,8.541,,2017-09-15,2017-09-05,13,Apple
73,orange,Grant,9.311,,2017-09-15,2017-09-05,13,Apple
74,orange,Milford,9.355,,2017-09-15,2017-09-05,13,Haw
75,orange,Grant,5.144,,2017-09-15,2017-09-05,13,Apple
76,orange,Grant,7.812,,2017-09-15,2017-09-05,13,Apple
77,orange,Ferris,10.108,,2017-09-15,2017-09-05,13,Apple
