Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host,Li-cor_1
45,white,Grant,5.46,,2017-09-12,2017-09-02,10,Apple,7000
46,white,Milford,11.512,,2017-09-12,2017-09-02,10,Haw,7000
47,white,Ferris,7.277,,2017-09-12,2017-09-02,10,Apple,7000
48,white,Grant,6.804,,2017-09-12,2017-09-02,10,Apple,7000
49,white,Grant,6.624,,2017-09-12,2017-09-02,10,Apple,7000
50,white,Ferris,9.493,,2017-09-12,2017-09-02,10,Apple,7000
51,white,Ferris,10.269,,2017-09-12,2017-09-02,10,Apple,7000
52,white,Grant,5.568,,2017-09-12,2017-09-02,10,Apple,7000
53,white,Grant,7.381,,2017-09-12,2017-09-02,10,Apple,7000
54,white,Ferris,5.973,,2017-09-12,2017-09-02,10,Apple,7000
55,white,Ferris,8.125,,2017-09-12,2017-09-02,10,Apple,7000
56,white,Ferris,8.226,,2017-09-12,2017-09-02,10,Apple,7000
57,white,Ferris,6.308,,2017-09-12,2017-09-02,10,Apple,7000
58,white,Milford,12.806,,2017-09-12,2017-09-02,10,Haw,7000
59,white,Ferris,4.347,,2017-09-12,2017-09-02,10,Apple,7000
60,white,Milford,8.411,,2017-09-12,2017-09-02,10,Haw,7000
61,white,Ferris,4.461,,2017-09-12,2017-09-02,10,Apple,7000
62,white,Ferris,6.98,,2017-09-12,2017-09-02,10,Apple,7000
63,white,Ferris,7.376,,2017-09-12,2017-09-02,10,Apple,7000
64,white,Grant,9.447,,2017-09-12,2017-09-02,10,Apple,7000
65,white,Ferris,8.86,,2017-09-12,2017-09-02,10,Apple,7000
66,white,Grant,4.324,,2017-09-12,2017-09-02,10,Apple,7000
67,white,Grant,9.318,,2017-09-12,2017-09-02,10,Apple,7000
68,white,Milford,7.926,,2017-09-12,2017-09-02,10,Haw,7000
69,white,Grant,5.163,,2017-09-12,2017-09-02,10,Apple,7000
70,white,Ferris,11.415,,2017-09-12,2017-09-02,10,Apple,7000
71,white,Grant,5.979,,2017-09-12,2017-09-02,10,Apple,7000
72,white,Grant,6.666,,2017-09-12,2017-09-02,10,Apple,7000
73,white,Grant,7.782,,2017-09-12,2017-09-02,10,Apple,7000
74,white,Milford,11.997,,2017-09-12,2017-09-02,10,Haw,7000
75,white,Grant,8.53,,2017-09-12,2017-09-02,10,Apple,7000
76,white,Grant,7.113,,2017-09-12,2017-09-02,10,Apple,7000
77,white,blank,,,2017-09-12,2017-09-02,10,Apple,7000
78,white,blank,,19:22,2017-09-12,2017-09-02,10,Apple,7000
1,orange,Ferris,7.1,19:23,2017-09-12,2017-09-02,10,Apple,6262
2,orange,Grant,7.708,,2017-09-12,2017-09-02,10,Apple,6262
3,orange,Grant,7.321,,2017-09-12,2017-09-02,10,Apple,6262
4,orange,Ferris,5.595,,2017-09-12,2017-09-02,10,Apple,6262
5,orange,Grant,6.767,,2017-09-12,2017-09-02,10,Apple,6262
6,orange,Ferris,7.02,,2017-09-12,2017-09-02,10,Apple,6262
7,orange,Milford,10.81,,2017-09-12,2017-09-02,10,Haw,6262
8,orange,Grant,8.745,,2017-09-12,2017-09-02,10,Apple,6262
9,orange,Grant,6.8,,2017-09-12,2017-09-02,10,Apple,6262
10,orange,Milford,7.455,,2017-09-12,2017-09-02,10,Haw,6262
11,orange,Milford,7.662,,2017-09-12,2017-09-02,10,Haw,6262
12,orange,Grant,4.612,,2017-09-12,2017-09-02,10,Apple,6262
13,orange,Grant,7.145,,2017-09-12,2017-09-02,10,Apple,6262
14,orange,Ferris,5.122,,2017-09-12,2017-09-02,10,Apple,6262
15,orange,Ferris,9.294,,2017-09-12,2017-09-02,10,Apple,6262
16,orange,Ferris,10.083,,2017-09-12,2017-09-02,10,Apple,6262
17,orange,Grant,9.354,,2017-09-12,2017-09-02,10,Apple,6262
18,orange,Ferris,10.37,,2017-09-12,2017-09-02,10,Apple,6262
19,orange,Grant,7.387,,2017-09-12,2017-09-02,10,Apple,6262
20,orange,Ferris,8.431,,2017-09-12,2017-09-02,10,Apple,6262
21,orange,Grant,11.075,,2017-09-12,2017-09-02,10,Apple,6262
22,orange,Ferris,6.728,,2017-09-12,2017-09-02,10,Apple,6262
23,orange,Ferris,7.567,,2017-09-12,2017-09-02,10,Apple,6262
24,orange,Grant,7.804,,2017-09-12,2017-09-02,10,Apple,6262
25,orange,Ferris,9.498,,2017-09-12,2017-09-02,10,Apple,6262
26,orange,Grant,6.348,,2017-09-12,2017-09-02,10,Apple,6262
27,orange,Grant,4.549,,2017-09-12,2017-09-02,10,Apple,6262
28,orange,Milford,7.649,,2017-09-12,2017-09-02,10,Haw,6262
29,orange,Grant,5.549,,2017-09-12,2017-09-02,10,Apple,6262
30,orange,Grant,6.453,,2017-09-12,2017-09-02,10,Apple,6262
31,orange,MSU,10.736,,2017-09-12,2017-09-02,10,Apple,6262
32,orange,Ferris,11.718,,2017-09-12,2017-09-02,10,Apple,6262
33,orange,Ferris,11.811,,2017-09-12,2017-09-02,10,Apple,6262
34,orange,Grant,6.584,,2017-09-12,2017-09-02,10,Apple,6262
35,orange,Ferris,5.763,,2017-09-12,2017-09-02,10,Apple,6262
36,orange,Milford,8.045,,2017-09-12,2017-09-02,10,Apple,6262
37,orange,Ferris,8.346,,2017-09-12,2017-09-02,10,Apple,6262
38,orange,Grant,6.857,,2017-09-12,2017-09-02,10,Apple,6262
39,orange,Ferris,5.249,,2017-09-12,2017-09-02,10,Apple,6262
40,orange,Milford,8.343,,2017-09-12,2017-09-02,10,Haw,6262
41,orange,Grant,8.346,,2017-09-12,2017-09-02,10,Apple,6262
42,orange,Ferris,6.734,,2017-09-12,2017-09-02,10,Apple,6262
43,orange,Grant,6.668,,2017-09-12,2017-09-02,10,Apple,6262
44,orange,Ferris,9.83,,2017-09-12,2017-09-02,10,Apple,6262
45,orange,Ferris,5.691,,2017-09-12,2017-09-02,10,Apple,6262
46,orange,Ferris,3.476,,2017-09-12,2017-09-02,10,Apple,6262
47,orange,Ferris,6.313,,2017-09-12,2017-09-02,10,Apple,6262
48,orange,Grant,5.27,,2017-09-12,2017-09-02,10,Apple,6262
49,orange,Milford,10.347,,2017-09-12,2017-09-02,10,Apple,6262
50,orange,Ferris,10.6,,2017-09-12,2017-09-02,10,Apple,6262
51,orange,Grant,6.388,,2017-09-12,2017-09-02,10,Apple,6262
52,orange,Grant,11.221,,2017-09-12,2017-09-02,10,Apple,6262
53,orange,Ferris,6.913,,2017-09-12,2017-09-02,10,Apple,6262
54,orange,Grant,8.465,,2017-09-12,2017-09-02,10,Apple,6262
55,orange,Grant,5.61,,2017-09-12,2017-09-02,10,Apple,6262
56,orange,Milford,6.305,,2017-09-12,2017-09-02,10,Apple,6262
57,orange,Ferris,5.945,,2017-09-12,2017-09-02,10,Apple,6262
58,orange,Grant,5.246,,2017-09-12,2017-09-02,10,Apple,6262
59,orange,Ferris,5.868,,2017-09-12,2017-09-02,10,Apple,6262
60,orange,Milford,7.632,,2017-09-12,2017-09-02,10,Haw,6262
61,orange,Grant,7.432,,2017-09-12,2017-09-02,10,Apple,6262
62,orange,Ferris,5.905,,2017-09-12,2017-09-02,10,Apple,6262
63,orange,Ferris,7.104,,2017-09-12,2017-09-02,10,Apple,6262
64,orange,Milford,11.661,,2017-09-12,2017-09-02,10,Haw,6262
65,orange,Ferris,6.984,,2017-09-12,2017-09-02,10,Apple,6262
66,orange,Ferris,5.66,,2017-09-12,2017-09-02,10,Apple,6262
67,orange,Grant,6.214,,2017-09-12,2017-09-02,10,Apple,6262
68,orange,Milford,10.933,,2017-09-12,2017-09-02,10,Haw,6262
69,orange,Ferris,5.511,,2017-09-12,2017-09-02,10,Apple,6262
70,orange,Grant,8.597,,2017-09-12,2017-09-02,10,Apple,6262
71,orange,Ferris,7.156,,2017-09-12,2017-09-02,10,Apple,6262
72,orange,Grant,6.371,,2017-09-12,2017-09-02,10,Apple,6262
73,orange,Grant,5.459,,2017-09-12,2017-09-02,10,Apple,6262
74,orange,Grant,6.884,,2017-09-12,2017-09-02,10,Apple,6262
75,orange,Ferris,9.26,,2017-09-12,2017-09-02,10,Apple,6262
76,orange,Ferris,9.19,,2017-09-12,2017-09-02,10,Apple,6262
77,orange,Grant,5.398,,2017-09-12,2017-09-02,10,Apple,6262
78,orange,Blank, ,,2017-09-12,2017-09-02,10,Apple,6262
79,orange,Blank,,19:49,2017-09-12,2017-09-02,10,Apple,6262
